striker,bowling_team,runs_scored,balls_faced,dismissals,strike_rate,average
Dolar Mahmud,Zimbabwe,41,30,1,136.66666666666666,41.0
E Chigumbura,Afghanistan,118,209,7,56.45933014354066,16.857142857142858
E Chigumbura,Asia XI,51,49,3,104.08163265306123,17.0
E Chigumbura,Australia,143,199,3,71.85929648241206,47.666666666666664
E Chigumbura,Bangladesh,851,1104,32,77.08333333333334,26.59375
E Chigumbura,Canada,5,8,1,62.5,5.0
E Chigumbura,England,127,139,3,91.36690647482014,42.333333333333336
E Chigumbura,India,363,428,8,84.81308411214953,45.375
E Chigumbura,Ireland,91,120,4,75.83333333333333,22.75
E Chigumbura,Kenya,81,95,2,85.26315789473684,40.5
E Chigumbura,New Zealand,199,249,10,79.91967871485943,19.9
E Chigumbura,Pakistan,548,639,17,85.75899843505478,32.23529411764706
E Chigumbura,South Africa,389,587,19,66.26916524701873,20.473684210526315
E Chigumbura,Sri Lanka,107,181,13,59.11602209944752,8.23076923076923
E Chigumbura,United Arab Emirates,14,15,0,93.33333333333333,
E Chigumbura,West Indies,297,422,14,70.37914691943128,21.214285714285715
E Lewis,Afghanistan,228,330,7,69.0909090909091,32.57142857142857
E Lewis,Australia,57,89,3,64.04494382022472,19.0
E Lewis,Bangladesh,112,152,4,73.68421052631578,28.0
E Lewis,England,231,214,7,107.94392523364486,33.0
E Lewis,India,266,365,8,72.87671232876713,33.25
E Lewis,Ireland,217,230,3,94.34782608695652,72.33333333333333
E Lewis,New Zealand,86,124,3,69.35483870967742,28.666666666666668
E Lewis,Pakistan,98,133,4,73.68421052631578,24.5
E Lewis,Papua New Guinea,8,6,0,133.33333333333331,
E Lewis,Scotland,66,90,1,73.33333333333333,66.0
E Lewis,Sri Lanka,356,406,7,87.68472906403942,50.857142857142854
E Lewis,United Arab Emirates,31,51,1,60.78431372549019,31.0
E Lewis,Zimbabwe,91,106,3,85.84905660377359,30.333333333333332
E Otieno,Canada,8,18,1,44.44444444444444,8.0
E Otieno,New Zealand,0,4,1,0.0,0.0
E Otieno,Pakistan,0,1,0,0.0,
E Otieno,Scotland,7,9,1,77.77777777777779,7.0
E Otieno,South Africa,1,9,0,11.11111111111111,
E Otieno,Sri Lanka,0,3,1,0.0,0.0
E Otieno,Zimbabwe,5,13,0,38.46153846153847,
E Schiferli,Canada,3,6,1,50.0,3.0
E Schiferli,England,12,16,1,75.0,12.0
E Schiferli,India,13,21,1,61.904761904761905,13.0
E Schiferli,Ireland,5,8,1,62.5,5.0
E Schiferli,Namibia,10,19,1,52.63157894736842,10.0
E Schiferli,Pakistan,9,29,1,31.03448275862069,9.0
E Schiferli,Scotland,5,13,0,38.46153846153847,
E Schiferli,Zimbabwe,22,28,1,78.57142857142857,22.0
EC Joyce,Afghanistan,459,609,8,75.36945812807882,57.375
EC Joyce,Australia,188,270,7,69.62962962962963,26.857142857142858
EC Joyce,Bangladesh,62,111,2,55.85585585585585,31.0
EC Joyce,Canada,168,230,3,73.04347826086956,56.0
EC Joyce,England,105,202,5,51.98019801980198,21.0
EC Joyce,India,6,14,2,42.857142857142854,3.0
EC Joyce,Ireland,11,27,2,40.74074074074074,5.5
EC Joyce,Kenya,166,233,3,71.24463519313305,55.333333333333336
EC Joyce,Netherlands,50,52,2,96.15384615384616,25.0
EC Joyce,New Zealand,161,242,5,66.52892561983471,32.2
EC Joyce,Pakistan,189,274,5,68.97810218978103,37.8
EC Joyce,Papua New Guinea,53,69,1,76.81159420289855,53.0
EC Joyce,Scotland,47,77,2,61.038961038961034,23.5
EC Joyce,South Africa,12,29,2,41.37931034482759,6.0
EC Joyce,Sri Lanka,19,44,3,43.18181818181818,6.333333333333333
EC Joyce,United Arab Emirates,163,212,2,76.88679245283019,81.5
EC Joyce,West Indies,256,309,4,82.84789644012946,64.0
EC Joyce,Zimbabwe,189,271,5,69.74169741697416,37.8
EC Rainsford,Australia,1,1,0,100.0,
EC Rainsford,Bangladesh,6,25,2,24.0,3.0
EC Rainsford,England,4,8,2,50.0,2.0
EC Rainsford,Ireland,1,1,0,100.0,
EC Rainsford,South Africa,1,4,1,25.0,1.0
EC Rainsford,Sri Lanka,8,18,2,44.44444444444444,4.0
EC Rainsford,West Indies,10,46,1,21.73913043478261,10.0
EH Hutchinson,Nepal,3,16,2,18.75,1.5
EH Hutchinson,Oman,68,78,2,87.17948717948718,34.0
EH Hutchinson,Papua New Guinea,70,45,1,155.55555555555557,70.0
EHSN Silva,Bangladesh,7,14,1,50.0,7.0
EJ Richardson,Scotland,12,18,1,66.66666666666666,12.0
EJB Miles,Namibia,1,1,0,100.0,
EJB Miles,United States of America,0,6,1,0.0,0.0
EJG Morgan,Afghanistan,148,72,1,205.55555555555554,148.0
EJG Morgan,Australia,1952,2181,50,89.50022925263642,39.04
EJG Morgan,Bangladesh,382,389,9,98.20051413881748,42.44444444444444
EJG Morgan,England,2,7,0,28.57142857142857,
EJG Morgan,India,569,700,16,81.28571428571428,35.5625
EJG Morgan,Ireland,411,399,6,103.00751879699249,68.5
EJG Morgan,Netherlands,0,8,2,0.0,0.0
EJG Morgan,New Zealand,689,746,22,92.35924932975871,31.318181818181817
EJG Morgan,Pakistan,832,937,18,88.7940234791889,46.22222222222222
EJG Morgan,Scotland,137,131,3,104.58015267175573,45.666666666666664
EJG Morgan,South Africa,602,676,20,89.05325443786982,30.1
EJG Morgan,Sri Lanka,854,982,25,86.9653767820774,34.16
EJG Morgan,West Indies,502,581,13,86.40275387263338,38.61538461538461
EJG Morgan,Zimbabwe,21,30,1,70.0,21.0
EMDY Munaweera,India,15,29,3,51.724137931034484,5.0
ES Szwarczynski,Bangladesh,28,63,0,44.44444444444444,
ES Szwarczynski,Bermuda,10,22,1,45.45454545454545,10.0
ES Szwarczynski,Canada,75,129,1,58.139534883720934,75.0
ES Szwarczynski,India,28,42,1,66.66666666666666,28.0
ES Szwarczynski,Ireland,6,16,3,37.5,2.0
ES Szwarczynski,Kenya,57,96,1,59.375,57.0
ES Szwarczynski,Scotland,65,83,2,78.3132530120482,32.5
ES Szwarczynski,South Africa,12,31,1,38.70967741935484,12.0
Ebadat Hossain,England,1,3,0,33.33333333333333,
Ebadat Hossain,India,0,8,2,0.0,0.0
Ebadat Hossain,Ireland,2,6,0,33.33333333333333,
Ebadat Hossain,Zimbabwe,0,1,0,0.0,
Ehsan Adil,Australia,15,22,1,68.18181818181817,15.0
Ehsan Adil,New Zealand,7,11,2,63.63636363636363,3.5
Ehsan Adil,Scotland,5,10,0,50.0,
Ehsan Khan,Afghanistan,2,4,1,50.0,2.0
Ehsan Khan,India,22,25,1,88.0,22.0
Ehsan Khan,Pakistan,0,2,1,0.0,0.0
Ehsan Khan,Papua New Guinea,47,117,4,40.17094017094017,11.75
Ehsan Khan,Scotland,25,67,2,37.3134328358209,12.5
Ehsan Khan,United Arab Emirates,2,12,1,16.666666666666664,2.0
Ehsan Khan,Zimbabwe,4,6,1,66.66666666666666,4.0
Ehsan Nawaz,Afghanistan,1,2,0,50.0,
Ehsan Nawaz,India,2,3,0,66.66666666666666,
Ehsan Nawaz,Pakistan,9,21,1,42.857142857142854,9.0
Ehsan Nawaz,Scotland,0,2,1,0.0,0.0
Ehsan Nawaz,United Arab Emirates,11,41,1,26.82926829268293,11.0
Ehsan Nawaz,Zimbabwe,7,16,1,43.75,7.0
Ehsanul Haque,Canada,13,21,1,61.904761904761905,13.0
Ehsanul Haque,South Africa,3,30,1,10.0,3.0
Ehsanul Haque,West Indies,12,25,1,48.0,12.0
Elias Sunny,Pakistan,1,6,1,16.666666666666664,1.0
Elias Sunny,West Indies,1,5,1,20.0,1.0
Enamul Haque jnr,Zimbabwe,8,16,3,50.0,2.6666666666666665
Ethan D'Souza,Ireland,3,15,1,20.0,3.0
Ethan D'Souza,West Indies,6,6,1,100.0,6.0
F Behardien,Australia,213,224,8,95.08928571428571,26.625
F Behardien,Bangladesh,88,94,2,93.61702127659575,44.0
F Behardien,England,95,115,3,82.6086956521739,31.666666666666668
F Behardien,India,125,142,5,88.02816901408451,25.0
F Behardien,Ireland,50,23,1,217.39130434782606,50.0
F Behardien,New Zealand,160,175,7,91.42857142857143,22.857142857142858
F Behardien,Pakistan,134,143,3,93.7062937062937,44.666666666666664
F Behardien,Sri Lanka,71,72,4,98.61111111111111,17.75
F Behardien,United Arab Emirates,64,31,0,206.4516129032258,
F Behardien,West Indies,74,95,4,77.89473684210526,18.5
F Kasteni,Pakistan,9,23,1,39.130434782608695,9.0
F Kasteni,West Indies,0,1,1,0.0,0.0
F Mutizwa,Bangladesh,70,131,5,53.43511450381679,14.0
F Mutizwa,Kenya,38,29,0,131.0344827586207,
F Mutizwa,New Zealand,75,122,3,61.47540983606557,25.0
F du Plessis,Australia,1080,1171,20,92.22886421861656,54.0
F du Plessis,Bangladesh,315,335,6,94.02985074626866,52.5
F du Plessis,England,331,374,13,88.50267379679144,25.46153846153846
F du Plessis,India,696,775,16,89.80645161290323,43.5
F du Plessis,Ireland,141,162,3,87.03703703703704,47.0
F du Plessis,Netherlands,18,14,1,128.57142857142858,18.0
F du Plessis,New Zealand,592,764,15,77.4869109947644,39.46666666666667
F du Plessis,Pakistan,522,703,14,74.25320056899004,37.285714285714285
F du Plessis,Sri Lanka,1166,1285,20,90.73929961089495,58.3
F du Plessis,West Indies,244,294,6,82.99319727891157,40.666666666666664
F du Plessis,Zimbabwe,340,411,8,82.7250608272506,42.5
FA Allen,Bangladesh,13,27,2,48.148148148148145,6.5
FA Allen,India,67,111,7,60.36036036036037,9.571428571428571
FA Allen,Sri Lanka,120,69,6,173.91304347826087,20.0
FDM Karunaratne,Afghanistan,197,232,5,84.91379310344827,39.4
FDM Karunaratne,Australia,97,109,1,88.9908256880734,97.0
FDM Karunaratne,Bangladesh,116,154,5,75.32467532467533,23.2
FDM Karunaratne,England,5,15,2,33.33333333333333,2.5
FDM Karunaratne,India,12,35,2,34.285714285714285,6.0
FDM Karunaratne,Ireland,103,106,1,97.16981132075472,103.0
FDM Karunaratne,Netherlands,33,51,1,64.70588235294117,33.0
FDM Karunaratne,New Zealand,139,233,8,59.65665236051502,17.375
FDM Karunaratne,Oman,61,52,0,117.3076923076923,
FDM Karunaratne,Pakistan,16,16,1,100.0,16.0
FDM Karunaratne,Scotland,84,101,2,83.16831683168317,42.0
FDM Karunaratne,South Africa,0,1,1,0.0,0.0
FDM Karunaratne,United Arab Emirates,52,55,1,94.54545454545455,52.0
FDM Karunaratne,West Indies,296,375,8,78.93333333333334,37.0
FDM Karunaratne,Zimbabwe,30,59,1,50.847457627118644,30.0
FH Allen,Australia,35,38,1,92.10526315789474,35.0
FH Allen,Bangladesh,21,35,2,60.0,10.5
FH Allen,England,0,2,1,0.0,0.0
FH Allen,India,119,126,5,94.44444444444444,23.8
FH Allen,Ireland,99,102,3,97.05882352941177,33.0
FH Allen,Pakistan,55,58,2,94.82758620689656,27.5
FH Allen,Scotland,50,48,1,104.16666666666667,50.0
FH Allen,Sri Lanka,51,50,1,102.0,51.0
FH Allen,West Indies,124,151,3,82.11920529801324,41.333333333333336
FH Edwards,Australia,8,12,1,66.66666666666666,8.0
FH Edwards,Bangladesh,4,11,0,36.36363636363637,
FH Edwards,England,11,32,2,34.375,5.5
FH Edwards,India,1,1,0,100.0,
FH Edwards,New Zealand,18,52,2,34.61538461538461,9.0
FH Edwards,South Africa,20,27,0,74.07407407407408,
FH Edwards,Sri Lanka,6,17,1,35.294117647058826,6.0
FH Edwards,Zimbabwe,2,2,0,100.0,
FJ Klaassen,Afghanistan,7,11,2,63.63636363636363,3.5
FJ Klaassen,England,3,4,0,75.0,
FJ Klaassen,Ireland,4,16,2,25.0,2.0
FJ Klaassen,New Zealand,12,22,1,54.54545454545454,12.0
FJ Klaassen,South Africa,0,9,1,0.0,0.0
FJ Klaassen,Zimbabwe,18,15,1,120.0,18.0
FL Reifer,Australia,28,60,1,46.666666666666664,28.0
FL Reifer,Bangladesh,50,100,4,50.0,12.5
FL Reifer,India,1,6,1,16.666666666666664,1.0
FL Reifer,Pakistan,7,24,1,29.166666666666668,7.0
FRJ Coleman,Afghanistan,2,13,1,15.384615384615385,2.0
FRJ Coleman,Australia,0,8,1,0.0,0.0
FRJ Coleman,Canada,40,35,1,114.28571428571428,40.0
FRJ Coleman,England,7,16,1,43.75,7.0
FRJ Coleman,Ireland,40,79,3,50.63291139240506,13.333333333333334
FRJ Coleman,Kenya,3,8,0,37.5,
FRJ Coleman,Sri Lanka,70,74,1,94.5945945945946,70.0
FY Fazal,Zimbabwe,55,65,0,84.61538461538461,
Fahad Alhashmi,Bangladesh,0,3,1,0.0,0.0
Fahad Alhashmi,Sri Lanka,0,3,1,0.0,0.0
Fahad Nawaz,Nepal,2,10,2,20.0,1.0
Faheem Ashraf,Afghanistan,2,2,1,100.0,2.0
Faheem Ashraf,Australia,42,41,2,102.4390243902439,21.0
Faheem Ashraf,England,32,42,5,76.19047619047619,6.4
Faheem Ashraf,India,25,56,2,44.642857142857146,12.5
Faheem Ashraf,New Zealand,63,67,5,94.02985074626866,12.6
Faheem Ashraf,South Africa,17,29,3,58.620689655172406,5.666666666666667
Faheem Ashraf,Sri Lanka,20,28,0,71.42857142857143,
Faheem Ashraf,Zimbabwe,23,19,2,121.05263157894737,11.5
Faisal Athar,New Zealand,9,39,1,23.076923076923077,9.0
Faisal Hossain,England,8,9,0,88.88888888888889,
Faisal Hossain,Sri Lanka,1,29,1,3.4482758620689653,1.0
Faisal Hossain,West Indies,17,16,1,106.25,17.0
Faisal Iqbal,Kenya,23,31,1,74.19354838709677,23.0
Faisal Iqbal,New Zealand,0,12,1,0.0,0.0
Faisal Iqbal,South Africa,22,33,2,66.66666666666666,11.0
Faisal Iqbal,Sri Lanka,53,123,1,43.08943089430895,53.0
Faisal Iqbal,West Indies,30,49,1,61.224489795918366,30.0
Faisal Iqbal,Zimbabwe,6,12,1,50.0,6.0
Fakhar Zaman,Afghanistan,59,80,5,73.75,11.8
Fakhar Zaman,Australia,102,97,4,105.15463917525774,25.5
Fakhar Zaman,Bangladesh,34,66,3,51.515151515151516,11.333333333333334
Fakhar Zaman,England,356,404,11,88.11881188118812,32.36363636363637
Fakhar Zaman,Hong Kong,24,28,1,85.71428571428571,24.0
Fakhar Zaman,India,234,291,5,80.41237113402062,46.8
Fakhar Zaman,Nepal,14,20,1,70.0,14.0
Fakhar Zaman,Netherlands,138,164,3,84.14634146341463,46.0
Fakhar Zaman,New Zealand,833,944,14,88.24152542372882,59.5
Fakhar Zaman,South Africa,544,547,10,99.45155393053017,54.4
Fakhar Zaman,Sri Lanka,332,388,9,85.56701030927834,36.888888888888886
Fakhar Zaman,West Indies,85,116,4,73.27586206896551,21.25
Fakhar Zaman,Zimbabwe,518,474,4,109.28270042194093,129.5
Fareed Ahmad,Bangladesh,6,15,0,40.0,
Fareed Ahmad,Pakistan,17,29,1,58.620689655172406,17.0
Fareed Ahmad,Sri Lanka,13,12,1,108.33333333333333,13.0
Fareed Ahmad,Zimbabwe,1,6,0,16.666666666666664,
Farhad Reza,Australia,0,6,1,0.0,0.0
Farhad Reza,India,5,8,0,62.5,
Farhad Reza,Kenya,90,106,1,84.90566037735849,90.0
Farhad Reza,New Zealand,27,64,2,42.1875,13.5
Farhad Reza,Pakistan,86,159,8,54.088050314465406,10.75
Farhad Reza,South Africa,20,49,0,40.816326530612244,
Farhad Reza,Sri Lanka,76,90,4,84.44444444444444,19.0
Farhad Reza,West Indies,7,21,1,33.33333333333333,7.0
Farhad Reza,Zimbabwe,5,19,1,26.31578947368421,5.0
Fawad Ahmed,England,4,2,0,200.0,
Fawad Alam,Australia,144,243,5,59.25925925925925,28.8
Fawad Alam,Bangladesh,101,124,5,81.45161290322581,20.2
Fawad Alam,England,153,201,4,76.11940298507463,38.25
Fawad Alam,Hong Kong,63,78,1,80.76923076923077,63.0
Fawad Alam,India,32,24,0,133.33333333333331,
Fawad Alam,South Africa,123,164,5,75.0,24.6
Fawad Alam,Sri Lanka,298,431,5,69.1415313225058,59.6
Fawad Alam,West Indies,26,27,0,96.29629629629629,
Fawad Alam,Zimbabwe,26,29,0,89.65517241379311,
Fayyaz Ahmed,Afghanistan,6,6,1,100.0,6.0
Fayyaz Ahmed,Hong Kong,37,82,0,45.1219512195122,
Fayyaz Ahmed,Scotland,4,16,0,25.0,
Fayyaz Butt,Namibia,1,9,1,11.11111111111111,1.0
Fayyaz Butt,Nepal,41,48,2,85.41666666666666,20.5
Fayyaz Butt,Papua New Guinea,38,35,0,108.57142857142857,
Fayyaz Butt,Scotland,14,16,3,87.5,4.666666666666667
Fayyaz Butt,Sri Lanka,13,28,0,46.42857142857143,
Fayyaz Butt,United Arab Emirates,9,7,0,128.57142857142858,
Fayyaz Butt,United States of America,6,12,1,50.0,6.0
Fayyaz Butt,Zimbabwe,10,7,1,142.85714285714286,10.0
Fazalhaq Farooqi,Bangladesh,2,4,2,50.0,1.0
Fazalhaq Farooqi,Pakistan,6,9,0,66.66666666666666,
Fazalhaq Farooqi,Sri Lanka,6,29,2,20.689655172413794,3.0
Fazle Mahmud,Zimbabwe,0,9,2,0.0,0.0
G Chapple,Ireland,14,7,1,200.0,14.0
G Coetzee,Australia,2,9,2,22.22222222222222,1.0
G Coetzee,West Indies,1,3,0,33.33333333333333,
G Gambhir,Australia,575,760,16,75.6578947368421,35.9375
G Gambhir,Bangladesh,510,552,8,92.3913043478261,63.75
G Gambhir,England,733,914,20,80.19693654266959,36.65
G Gambhir,Hong Kong,51,54,1,94.44444444444444,51.0
G Gambhir,Ireland,90,126,1,71.42857142857143,90.0
G Gambhir,Netherlands,28,28,1,100.0,28.0
G Gambhir,New Zealand,442,459,7,96.29629629629629,63.142857142857146
G Gambhir,Pakistan,549,680,18,80.73529411764706,30.5
G Gambhir,Scotland,85,118,0,72.03389830508475,
G Gambhir,South Africa,86,141,6,60.99290780141844,14.333333333333334
G Gambhir,Sri Lanka,1633,1875,30,87.09333333333333,54.43333333333333
G Gambhir,West Indies,199,226,11,88.05309734513274,18.09090909090909
G Kirsten,Bangladesh,52,38,0,136.8421052631579,
G Kirsten,Canada,0,7,1,0.0,0.0
G Kirsten,Kenya,52,64,0,81.25,
G Kirsten,New Zealand,5,4,0,125.0,
G Kirsten,Sri Lanka,8,21,1,38.095238095238095,8.0
G Kirsten,West Indies,69,94,1,73.40425531914893,69.0
G Malla,Ireland,7,14,1,50.0,7.0
G Malla,Namibia,195,248,6,78.62903225806451,32.5
G Malla,Oman,130,172,3,75.5813953488372,43.333333333333336
G Malla,Papua New Guinea,72,135,5,53.333333333333336,14.4
G Malla,Scotland,59,88,5,67.04545454545455,11.8
G Malla,United Arab Emirates,251,428,13,58.64485981308412,19.307692307692307
G Malla,United States of America,94,167,4,56.287425149700596,23.5
G Motie,Bangladesh,15,27,3,55.55555555555556,5.0
G Motie,India,39,37,0,105.40540540540539,
G Onions,Australia,1,2,0,50.0,
G Singh,Canada,11,27,1,40.74074074074074,11.0
G Singh,Ireland,10,9,1,111.11111111111111,10.0
G Singh,Jersey,41,42,1,97.61904761904762,41.0
G Singh,Namibia,202,282,5,71.63120567375887,40.4
G Singh,Nepal,88,105,3,83.80952380952381,29.333333333333332
G Singh,Netherlands,33,58,1,56.896551724137936,33.0
G Singh,Oman,65,73,3,89.04109589041096,21.666666666666668
G Singh,Papua New Guinea,149,224,4,66.51785714285714,37.25
G Singh,Scotland,119,93,3,127.95698924731182,39.666666666666664
G Singh,United Arab Emirates,154,162,5,95.06172839506173,30.8
G Singh,West Indies,101,114,0,88.59649122807018,
G Singh,Zimbabwe,13,17,3,76.47058823529412,4.333333333333333
G Snyman,England,0,1,1,0.0,0.0
G Snyman,India,5,6,1,83.33333333333334,5.0
G Snyman,Netherlands,0,1,1,0.0,0.0
G Snyman,Pakistan,0,1,1,0.0,0.0
G Toka,Jersey,0,1,1,0.0,0.0
G Toka,Namibia,9,27,2,33.33333333333333,4.5
G Toka,Nepal,47,85,3,55.294117647058826,15.666666666666666
G Toka,Oman,52,75,3,69.33333333333334,17.333333333333332
G Toka,Scotland,56,100,3,56.00000000000001,18.666666666666668
G Toka,United Arab Emirates,63,112,3,56.25,21.0
G Toka,United States of America,41,96,6,42.70833333333333,6.833333333333333
GA Lamb,Canada,11,13,1,84.61538461538461,11.0
GA Lamb,India,27,43,1,62.7906976744186,27.0
GA Lamb,Kenya,17,10,0,170.0,
GA Lamb,New Zealand,18,34,0,52.94117647058824,
GA Lamb,Pakistan,17,29,1,58.620689655172406,17.0
GA Lamb,Sri Lanka,47,85,3,55.294117647058826,15.666666666666666
GA Lamb,West Indies,60,175,4,34.285714285714285,15.0
GA Manou,India,7,6,0,116.66666666666667,
GA Rogers,Australia,6,20,0,30.0,
GA Rogers,Netherlands,26,30,1,86.66666666666667,26.0
GB Brent,Bangladesh,43,97,4,44.329896907216494,10.75
GB Brent,Ireland,3,12,1,25.0,3.0
GB Brent,Pakistan,53,61,2,86.88524590163934,26.5
GB Brent,South Africa,62,86,3,72.09302325581395,20.666666666666668
GB Brent,West Indies,31,49,1,63.26530612244898,31.0
GB Hogg,Bangladesh,15,21,1,71.42857142857143,15.0
GB Hogg,England,110,135,5,81.48148148148148,22.0
GB Hogg,India,151,206,5,73.30097087378641,30.2
GB Hogg,Kenya,0,3,1,0.0,0.0
GB Hogg,Namibia,19,14,0,135.71428571428572,
GB Hogg,New Zealand,85,106,3,80.18867924528303,28.333333333333332
GB Hogg,Pakistan,24,38,1,63.1578947368421,24.0
GB Hogg,Scotland,40,16,0,250.0,
GB Hogg,South Africa,19,24,1,79.16666666666666,19.0
GB Hogg,Sri Lanka,81,135,7,60.0,11.571428571428571
GB Hogg,West Indies,71,87,4,81.60919540229885,17.75
GB Hogg,Zimbabwe,32,33,2,96.96969696969697,16.0
GB Murgatroyd,Australia,0,3,1,0.0,0.0
GB Murgatroyd,England,24,44,1,54.54545454545454,24.0
GB Murgatroyd,India,0,6,1,0.0,0.0
GB Murgatroyd,Netherlands,52,64,1,81.25,52.0
GB Murgatroyd,Pakistan,4,5,1,80.0,4.0
GB Murgatroyd,Zimbabwe,10,26,1,38.46153846153847,10.0
GC Smith,Asia XI,0,6,1,0.0,0.0
GC Smith,Australia,567,641,19,88.45553822152887,29.842105263157894
GC Smith,Bangladesh,256,352,3,72.72727272727273,85.33333333333333
GC Smith,Canada,63,81,1,77.77777777777779,63.0
GC Smith,England,804,1010,23,79.60396039603961,34.95652173913044
GC Smith,India,324,437,12,74.14187643020595,27.0
GC Smith,Ireland,48,63,1,76.19047619047619,48.0
GC Smith,Netherlands,87,92,2,94.56521739130434,43.5
GC Smith,New Zealand,573,774,16,74.03100775193798,35.8125
GC Smith,Pakistan,738,957,22,77.11598746081505,33.54545454545455
GC Smith,Scotland,91,65,1,140.0,91.0
GC Smith,Sri Lanka,601,743,15,80.88829071332437,40.06666666666667
GC Smith,West Indies,542,732,18,74.04371584699454,30.11111111111111
GC Smith,Zimbabwe,586,660,12,88.7878787878788,48.833333333333336
GC Tonge,Bangladesh,1,1,0,100.0,
GC Tonge,India,5,6,1,83.33333333333334,5.0
GC Tonge,Pakistan,4,9,0,44.44444444444444,
GC Wilson,Afghanistan,307,519,18,59.15221579961464,17.055555555555557
GC Wilson,Australia,19,49,3,38.775510204081634,6.333333333333333
GC Wilson,Bangladesh,78,89,3,87.64044943820225,26.0
GC Wilson,Canada,100,110,1,90.9090909090909,100.0
GC Wilson,England,43,88,6,48.86363636363637,7.166666666666667
GC Wilson,India,19,31,2,61.29032258064516,9.5
GC Wilson,Kenya,44,86,3,51.162790697674424,14.666666666666666
GC Wilson,Netherlands,76,82,2,92.6829268292683,38.0
GC Wilson,New Zealand,60,78,2,76.92307692307693,30.0
GC Wilson,Pakistan,66,103,4,64.07766990291263,16.5
GC Wilson,Papua New Guinea,12,15,0,80.0,
GC Wilson,Scotland,131,176,5,74.43181818181817,26.2
GC Wilson,South Africa,34,69,3,49.275362318840585,11.333333333333334
GC Wilson,Sri Lanka,14,16,1,87.5,14.0
GC Wilson,United Arab Emirates,166,189,3,87.83068783068782,55.333333333333336
GC Wilson,West Indies,176,238,5,73.94957983193278,35.2
GC Wilson,Zimbabwe,194,234,4,82.90598290598291,48.5
GD Drummond,Afghanistan,60,47,1,127.65957446808511,60.0
GD Drummond,Ireland,10,9,0,111.11111111111111,
GD Elliott,Afghanistan,19,28,1,67.85714285714286,19.0
GD Elliott,Australia,405,487,10,83.16221765913757,40.5
GD Elliott,Bangladesh,210,315,8,66.66666666666666,26.25
GD Elliott,England,353,447,11,78.97091722595079,32.09090909090909
GD Elliott,India,109,170,7,64.11764705882354,15.571428571428571
GD Elliott,Pakistan,177,217,3,81.5668202764977,59.0
GD Elliott,Scotland,29,31,1,93.54838709677419,29.0
GD Elliott,South Africa,250,285,6,87.71929824561403,41.666666666666664
GD Elliott,Sri Lanka,274,356,9,76.96629213483146,30.444444444444443
GD Elliott,West Indies,27,12,1,225.0,27.0
GD Elliott,Zimbabwe,79,74,2,106.75675675675676,39.5
GD McGrath,England,3,19,3,15.789473684210526,1.0
GD McGrath,India,1,2,0,50.0,
GD McGrath,New Zealand,8,9,0,88.88888888888889,
GD McGrath,Pakistan,1,4,2,25.0,0.5
GD McGrath,South Africa,2,7,1,28.57142857142857,2.0
GD McGrath,West Indies,3,3,0,100.0,
GD Phillips,Australia,47,53,2,88.67924528301887,23.5
GD Phillips,England,99,113,3,87.61061946902655,33.0
GD Phillips,India,52,80,3,65.0,17.333333333333332
GD Phillips,Ireland,101,103,3,98.05825242718447,33.666666666666664
