striker,venue,runs_scored,balls_faced,dismissals,strike_rate,average
BJ Haddin,"Punjab Cricket Association Stadium, Mohali",24,17,1,141.1764705882353,24.0
BJ Haddin,R Premadasa Stadium,55,104,2,52.88461538461539,27.5
BJ Haddin,"Sardar Patel Stadium, Motera",82,129,2,63.565891472868216,41.0
BJ Haddin,Sawai Mansingh Stadium,1,1,0,100.0,
BJ Haddin,Seddon Park,148,154,3,96.1038961038961,49.333333333333336
BJ Haddin,Sharjah Cricket Stadium,23,27,0,85.18518518518519,
BJ Haddin,Sheikh Zayed Stadium,64,95,3,67.36842105263158,21.333333333333332
BJ Haddin,Shere Bangla National Stadium,18,30,2,60.0,9.0
BJ Haddin,St George's Park,91,86,2,105.8139534883721,45.5
BJ Haddin,SuperSport Park,10,11,2,90.9090909090909,5.0
BJ Haddin,Sydney Cricket Ground,341,335,6,101.7910447761194,56.833333333333336
BJ Haddin,VRA Cricket Ground,5,15,1,33.33333333333333,5.0
BJ Haddin,Vidarbha Cricket Association Ground,25,55,1,45.45454545454545,25.0
BJ Haddin,"Vidarbha Cricket Association Stadium, Jamtha",55,52,1,105.76923076923077,55.0
BJ Haddin,Wankhede Stadium,19,40,1,47.5,19.0
BJ Haddin,Western Australia Cricket Association Ground,189,230,7,82.17391304347827,27.0
BJ Haddin,Westpac Stadium,23,26,2,88.46153846153845,11.5
BJ Hodge,Adelaide Oval,5,16,1,31.25,5.0
BJ Hodge,"Brisbane Cricket Ground, Woolloongabba",0,3,1,0.0,0.0
BJ Hodge,Eden Park,110,110,1,100.0,110.0
BJ Hodge,M Chinnaswamy Stadium,0,8,1,0.0,0.0
BJ Hodge,Melbourne Cricket Ground,104,98,1,106.12244897959184,104.0
BJ Hodge,Nehru Stadium,3,10,1,30.0,3.0
BJ Hodge,"Rajiv Gandhi International Stadium, Uppal",3,7,1,42.857142857142854,3.0
BJ Hodge,Sector 16 Stadium,17,32,1,53.125,17.0
BJ Hodge,Seddon Park,12,10,1,120.0,12.0
BJ Hodge,Sydney Cricket Ground,50,55,2,90.9090909090909,25.0
BJ Hodge,Vidarbha Cricket Association Ground,20,28,1,71.42857142857143,20.0
BJ Hodge,Wankhede Stadium,16,31,1,51.61290322580645,16.0
BJ Hodge,"Warner Park, Basseterre",152,120,2,126.66666666666666,76.0
BJ Hodge,Western Australia Cricket Association Ground,2,5,1,40.0,2.0
BJ Hodge,Westpac Stadium,22,50,1,44.0,22.0
BJ McCarthy,Castle Avenue,10,16,1,62.5,10.0
BJ McCarthy,"Civil Service Cricket Club, Stormont",31,47,2,65.95744680851064,15.5
BJ McCarthy,Harare Sports Club,7,14,2,50.0,3.5
BJ McCarthy,"Kensington Oval, Barbados",30,29,1,103.44827586206897,30.0
BJ McCarthy,Lord's,2,5,1,40.0,2.0
BJ McCarthy,Malahide,34,60,2,56.666666666666664,17.0
BJ McCarthy,"National Cricket Stadium, Grenada",8,18,1,44.44444444444444,8.0
BJ McCarthy,"Queens Sports Club, Bulawayo",5,12,1,41.66666666666667,5.0
BJ McCarthy,"Rajiv Gandhi International Cricket Stadium, Dehradun",0,4,1,0.0,0.0
BJ McCarthy,Sharjah Cricket Stadium,7,12,1,58.333333333333336,7.0
BJ McCarthy,Sheikh Zayed Stadium,5,6,1,83.33333333333334,5.0
BJ McCarthy,"Sportpark Maarschalkerweerd, Utrecht",6,21,2,28.57142857142857,3.0
BJ McCarthy,"Takashinga Sports Club, Highfield, Harare",4,2,0,200.0,
BJ McCarthy,The Rose Bowl,3,12,1,25.0,3.0
BJ McCarthy,"The Village, Malahide",6,10,2,60.0,3.0
BJ McCarthy,"Trent Bridge, Nottingham",41,38,1,107.89473684210526,41.0
BJ McCarthy,Willowmoore Park,13,30,1,43.333333333333336,13.0
BJ McMullen,Bulawayo Athletic Club,140,126,3,111.11111111111111,46.666666666666664
BJ McMullen,Harare Sports Club,69,109,1,63.30275229357798,69.0
BJ McMullen,"Queens Sports Club, Bulawayo",155,184,4,84.23913043478261,38.75
BJ McMullen,"Tribhuvan University International Cricket Ground, Kirtipur",57,85,4,67.05882352941175,14.25
BJ McMullen,"United Cricket Club Ground, Windhoek",119,144,1,82.63888888888889,119.0
BJ Patel,Edgbaston,1,15,1,6.666666666666667,1.0
BJ Patel,Gymkhana Club Ground,1,8,1,12.5,1.0
BJ Patel,"Gymkhana Club Ground, Nairobi",12,23,1,52.17391304347826,12.0
BJ Patel,"Kingsmead, Durban",0,1,1,0.0,0.0
BJ Patel,"New Wanderers Stadium, Johannesburg",32,64,1,50.0,32.0
BJ Patel,"North West Cricket Stadium, Potchefstroom",1,4,1,25.0,1.0
BJ Patel,Sharjah Cricket Association Stadium,31,58,3,53.44827586206896,10.333333333333334
BJ Patel,The Rose Bowl,40,80,0,50.0,
BJ Watling,Boland Park,45,81,1,55.55555555555556,45.0
BJ Watling,De Beers Diamond Oval,12,33,1,36.36363636363637,12.0
BJ Watling,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,2,1,0.0,0.0
BJ Watling,Eden Park,1,11,1,9.090909090909092,1.0
BJ Watling,Harare Sports Club,19,17,0,111.76470588235294,
BJ Watling,JSCA International Stadium Complex,14,21,1,66.66666666666666,14.0
BJ Watling,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",15,26,0,57.692307692307686,
BJ Watling,Manuka Oval,17,22,1,77.27272727272727,17.0
BJ Watling,McLean Park,7,23,1,30.434782608695656,7.0
BJ Watling,Melbourne Cricket Ground,8,13,1,61.53846153846154,8.0
BJ Watling,Pallekele International Cricket Stadium,151,178,1,84.8314606741573,151.0
BJ Watling,Rangiri Dambulla International Stadium,57,83,2,68.67469879518072,28.5
BJ Watling,"Sabina Park, Kingston",132,168,2,78.57142857142857,66.0
BJ Watling,Seddon Park,2,6,1,33.33333333333333,2.0
BJ Watling,Senwes Park,20,41,1,48.78048780487805,20.0
BJ Watling,Shere Bangla National Stadium,27,75,3,36.0,9.0
BJ Watling,Sydney Cricket Ground,6,13,1,46.15384615384615,6.0
BJ Watling,"Warner Park, Basseterre",40,47,1,85.1063829787234,40.0
BKG Mendis,"Barsapara Cricket Stadium, Guwahati",0,4,1,0.0,0.0
BKG Mendis,Bay Oval,38,51,2,74.50980392156863,19.0
BKG Mendis,County Ground,53,66,1,80.3030303030303,53.0
BKG Mendis,Dubai International Cricket Stadium,2,10,2,20.0,1.0
BKG Mendis,"Eden Gardens, Kolkata",34,35,1,97.14285714285714,34.0
BKG Mendis,"Eden Park, Auckland",0,17,1,0.0,0.0
BKG Mendis,Edgbaston,0,11,1,0.0,0.0
BKG Mendis,"Gaddafi Stadium, Lahore",92,85,0,108.23529411764706,
BKG Mendis,Galle International Stadium,86,84,2,102.38095238095238,43.0
BKG Mendis,"Grange Cricket Club, Raeburn Place",66,57,1,115.78947368421053,66.0
BKG Mendis,"Greenfield International Stadium, Thiruvananthapuram",4,8,1,50.0,4.0
BKG Mendis,Harare Sports Club,93,109,2,85.3211009174312,46.5
BKG Mendis,Headingley,49,82,2,59.756097560975604,24.5
BKG Mendis,Kennington Oval,207,207,3,100.0,69.0
BKG Mendis,Kingsmead,61,54,2,112.96296296296295,30.5
BKG Mendis,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",148,158,3,93.67088607594937,49.333333333333336
BKG Mendis,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",100,113,2,88.49557522123894,50.0
BKG Mendis,New Wanderers Stadium,4,8,1,50.0,4.0
BKG Mendis,Newlands,85,120,2,70.83333333333334,42.5
BKG Mendis,Pallekele International Cricket Stadium,424,515,15,82.33009708737865,28.266666666666666
BKG Mendis,Queens Sports Club,151,147,2,102.72108843537416,75.5
BKG Mendis,"Queens Sports Club, Bulawayo",114,138,4,82.6086956521739,28.5
BKG Mendis,R Premadasa Stadium,136,168,2,80.95238095238095,68.0
BKG Mendis,"R Premadasa Stadium, Colombo",300,359,7,83.56545961002786,42.857142857142854
BKG Mendis,"R.Premadasa Stadium, Khettarama",233,266,4,87.59398496240601,58.25
BKG Mendis,Rangiri Dambulla International Stadium,150,180,7,83.33333333333334,21.428571428571427
BKG Mendis,Riverside Ground,62,93,2,66.66666666666666,31.0
BKG Mendis,"Seddon Park, Hamilton",0,6,1,0.0,0.0
BKG Mendis,Sheikh Zayed Stadium,10,26,2,38.46153846153847,5.0
BKG Mendis,Sher-e-Bangla National Cricket Stadium,15,22,1,68.18181818181817,15.0
BKG Mendis,"Shere Bangla National Stadium, Mirpur",129,164,6,78.65853658536585,21.5
BKG Mendis,Sinhalese Sports Club Ground,74,101,2,73.26732673267327,37.0
BKG Mendis,Sophia Gardens,51,67,4,76.11940298507463,12.75
BKG Mendis,St George's Park,83,141,2,58.86524822695035,41.5
BKG Mendis,SuperSport Park,25,39,1,64.1025641025641,25.0
BKG Mendis,"The Village, Malahide",8,7,1,114.28571428571428,8.0
BKG Mendis,The Wanderers Stadium,60,74,2,81.08108108108108,30.0
BKG Mendis,Trent Bridge,17,14,1,121.42857142857142,17.0
BL Kotze,"City Oval, Pietermaritzburg",3,18,1,16.666666666666664,3.0
BL Kotze,"De Beers Diamond Oval, Kimberley",24,30,0,80.0,
BL Kotze,"North West Cricket Stadium, Potchefstroom",0,3,1,0.0,0.0
BL Kotze,"St George's Park, Port Elizabeth",0,1,1,0.0,0.0
BM Duckett,"Diamond Oval, Kimberley",0,6,1,0.0,0.0
BM Duckett,"Mangaung Oval, Bloemfontein",23,37,2,62.16216216216216,11.5
BM Duckett,Shere Bangla National Stadium,60,85,2,70.58823529411765,30.0
BM Duckett,"Trent Bridge, Nottingham",48,50,1,96.0,48.0
BM Duckett,Zahur Ahmed Chowdhury Stadium,63,70,1,90.0,63.0
BM Scholtz,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,11,1,18.181818181818183,2.0
BM Scholtz,"Amini Park, Port Moresby",24,44,0,54.54545454545454,
BM Scholtz,"Cambusdoon New Ground, Ayr",3,11,1,27.27272727272727,3.0
BM Scholtz,Central Broward Regional Park Stadium Turf Ground,7,22,1,31.818181818181817,7.0
BM Scholtz,Dubai International Cricket Stadium,5,16,1,31.25,5.0
BM Scholtz,"ICC Academy, Dubai",30,53,1,56.60377358490566,30.0
BM Scholtz,Sharjah Cricket Stadium,13,15,0,86.66666666666667,
BM Scholtz,"Tribhuvan University International Cricket Ground, Kirtipur",31,51,3,60.78431372549019,10.333333333333334
BM Scholtz,"United Cricket Club Ground, Windhoek",31,25,1,124.0,31.0
BM Scholtz,"Wanderers Cricket Ground, Windhoek",18,31,2,58.06451612903226,9.0
BM Tickner,"Eden Park, Auckland",6,4,0,150.0,
BM Tickner,"Holkar Cricket Stadium, Indore",0,2,0,0.0,
BM Tickner,"National Stadium, Karachi",6,11,1,54.54545454545454,6.0
BM Tickner,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,1,0,100.0,
BM Tickner,"Seddon Park, Hamilton",1,3,0,33.33333333333333,
BM Tickner,"Shaheed Veer Narayan Singh International Stadium, Raipur",2,7,1,28.57142857142857,2.0
BM Wheeler,Kingsmead,13,11,0,118.18181818181819,
BM Wheeler,Riverside Ground,39,28,0,139.28571428571428,
BM Wheeler,The Rose Bowl,3,6,0,50.0,
BM Wheeler,Trent Bridge,3,2,0,150.0,
BMAJ Mendis,Bellerive Oval,26,40,1,65.0,26.0
BMAJ Mendis,"Brisbane Cricket Ground, Woolloongabba",7,25,2,28.000000000000004,3.5
BMAJ Mendis,Dubai International Cricket Stadium,36,35,1,102.85714285714285,36.0
BMAJ Mendis,"Grange Cricket Club, Raeburn Place",13,8,1,162.5,13.0
BMAJ Mendis,Hagley Oval,27,29,2,93.10344827586206,13.5
BMAJ Mendis,Harare Sports Club,42,43,1,97.67441860465115,42.0
BMAJ Mendis,Headingley,7,5,1,140.0,7.0
BMAJ Mendis,Kennington Oval,9,15,1,60.0,9.0
BMAJ Mendis,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",18,28,4,64.28571428571429,4.5
BMAJ Mendis,Melbourne Cricket Ground,20,18,1,111.11111111111111,20.0
BMAJ Mendis,Old Trafford,48,53,1,90.56603773584906,48.0
BMAJ Mendis,Pallekele International Cricket Stadium,103,128,4,80.46875,25.75
BMAJ Mendis,"Queen's Park Oval, Port of Spain",21,22,2,95.45454545454545,10.5
BMAJ Mendis,R Premadasa Stadium,119,110,2,108.18181818181817,59.5
BMAJ Mendis,Riverside Ground,18,47,1,38.297872340425535,18.0
BMAJ Mendis,"Sabina Park, Kingston",5,12,1,41.66666666666667,5.0
BMAJ Mendis,Saxton Oval,12,10,1,120.0,12.0
BMAJ Mendis,Sharjah Cricket Stadium,2,7,1,28.57142857142857,2.0
BMAJ Mendis,Sheikh Zayed Stadium,2,12,1,16.666666666666664,2.0
BMAJ Mendis,Sophia Gardens,26,39,2,66.66666666666666,13.0
BMAJ Mendis,Trent Bridge,11,29,1,37.93103448275862,11.0
BMAJ Mendis,University Oval,30,44,1,68.18181818181817,30.0
BN Cooper,Bert Sutcliffe Oval,3,2,0,150.0,
BN Cooper,"Hazelaarweg, Rotterdam",10,11,2,90.9090909090909,5.0
BN Cooper,Maple Leaf North-West Ground,74,61,1,121.31147540983606,74.0
BN Cooper,Sportpark Het Schootsveld,55,89,2,61.79775280898876,27.5
BN Cooper,"Sportpark Maarschalkerweerd, Utrecht",6,12,2,50.0,3.0
BO van Rooi,"City Oval, Pietermaritzburg",17,32,1,53.125,17.0
BO van Rooi,"Goodyear Park, Bloemfontein",9,6,0,150.0,
BO van Rooi,"North West Cricket Stadium, Potchefstroom",0,1,0,0.0,
BOP Fernando,"County Ground, Bristol",18,26,1,69.23076923076923,18.0
BOP Fernando,Kingsmead,25,46,1,54.347826086956516,25.0
BOP Fernando,National Stadium,1,14,1,7.142857142857142,1.0
BOP Fernando,Newlands,22,49,1,44.89795918367347,22.0
BOP Fernando,Sir Vivian Richards Stadium,2,3,1,66.66666666666666,2.0
BOP Fernando,St George's Park,0,4,1,0.0,0.0
BOP Fernando,SuperSport Park,31,47,2,65.95744680851064,15.5
BOP Fernando,The Wanderers Stadium,49,49,0,100.0,
BP Kruger,Feroz Shah Kotla,8,12,1,66.66666666666666,8.0
BP Loots,Clontarf Cricket Club Ground,9,13,1,69.23076923076923,9.0
BP Loots,Feroz Shah Kotla,0,1,1,0.0,0.0
BP Loots,"Punjab Cricket Association Stadium, Mohali",6,9,1,66.66666666666666,6.0
BP Nash,Queenstown Events Centre,12,13,1,92.3076923076923,12.0
BP Nash,Sheikh Zayed Stadium,9,8,0,112.5,
BR Dorey,Docklands Stadium,2,9,1,22.22222222222222,2.0
BR McDermott,"Gaddafi Stadium, Lahore",195,230,3,84.78260869565217,65.0
BR McDermott,"Kensington Oval, Bridgetown, Barbados",28,50,2,56.00000000000001,14.0
BRM Taylor,"Antigua Recreation Ground, St John's",25,45,3,55.55555555555556,8.333333333333334
BRM Taylor,Arbab Niaz Stadium,73,125,2,58.4,36.5
BRM Taylor,"Arnos Vale Ground, Kingstown",27,57,3,47.368421052631575,9.0
BRM Taylor,Bangabandhu National Stadium,36,77,1,46.75324675324675,36.0
BRM Taylor,"Beausejour Stadium, Gros Islet",21,36,1,58.333333333333336,21.0
BRM Taylor,Bellerive Oval,121,91,1,132.96703296703296,121.0
BRM Taylor,Boland Park,40,45,1,88.88888888888889,40.0
BRM Taylor,"Bready Cricket Club, Magheramason",12,27,1,44.44444444444444,12.0
BRM Taylor,"Brisbane Cricket Ground, Woolloongabba",50,76,1,65.78947368421053,50.0
BRM Taylor,Buffalo Park,5,12,1,41.66666666666667,5.0
BRM Taylor,"Civil Service Cricket Club, Stormont",3,11,2,27.27272727272727,1.5
BRM Taylor,"Civil Service Cricket Club, Stormont, Belfast",56,60,2,93.33333333333333,28.0
BRM Taylor,Cobham Oval (New),4,8,1,50.0,4.0
BRM Taylor,Diamond Oval,9,29,1,31.03448275862069,9.0
BRM Taylor,Eden Gardens,26,36,1,72.22222222222221,26.0
BRM Taylor,Eden Park,138,111,1,124.32432432432432,138.0
BRM Taylor,Edgbaston,6,21,1,28.57142857142857,6.0
BRM Taylor,Goodyear Park,9,23,1,39.130434782608695,9.0
BRM Taylor,Harare Sports Club,1487,2024,35,73.46837944664031,42.48571428571429
BRM Taylor,Iqbal Stadium,7,6,1,116.66666666666667,7.0
BRM Taylor,Kennington Oval,13,35,1,37.142857142857146,13.0
BRM Taylor,Kingsmead,23,26,1,88.46153846153845,23.0
BRM Taylor,MA Aziz Stadium,31,52,1,59.61538461538461,31.0
BRM Taylor,Mangaung Oval,10,17,1,58.82352941176471,10.0
BRM Taylor,Manuka Oval,37,50,1,74.0,37.0
BRM Taylor,McLean Park,65,64,1,101.5625,65.0
BRM Taylor,Multan Cricket Stadium,60,90,2,66.66666666666666,30.0
BRM Taylor,"National Cricket Stadium, St George's",47,61,2,77.04918032786885,23.5
BRM Taylor,National Stadium,2,7,1,28.57142857142857,2.0
BRM Taylor,"Niaz Stadium, Hyderabad",26,35,1,74.28571428571429,26.0
BRM Taylor,OUTsurance Oval,145,141,0,102.83687943262412,
BRM Taylor,Pallekele International Cricket Stadium,84,79,2,106.32911392405062,42.0
BRM Taylor,Providence Stadium,48,68,1,70.58823529411765,48.0
BRM Taylor,"Queen's Park Oval, Port of Spain",63,108,1,58.333333333333336,63.0
BRM Taylor,Queens Sports Club,926,1251,29,74.02078337330136,31.93103448275862
BRM Taylor,Rawalpindi Cricket Stadium,208,249,4,83.53413654618474,52.0
BRM Taylor,"Sabina Park, Kingston",87,186,1,46.774193548387096,87.0
BRM Taylor,"Sardar Patel Stadium, Motera",97,141,4,68.79432624113475,24.25
BRM Taylor,Sawai Mansingh Stadium,52,74,3,70.27027027027027,17.333333333333332
BRM Taylor,Saxton Oval,47,45,1,104.44444444444446,47.0
BRM Taylor,Seddon Park,40,40,1,100.0,40.0
BRM Taylor,Sedgars Park,19,21,0,90.47619047619048,
BRM Taylor,Senwes Park,32,42,1,76.19047619047619,32.0
BRM Taylor,Shaheed Chandu Stadium,2,12,2,16.666666666666664,1.0
BRM Taylor,Sharjah Cricket Stadium,207,216,5,95.83333333333334,41.4
BRM Taylor,Sheikhupura Stadium,49,79,1,62.0253164556962,49.0
BRM Taylor,Shere Bangla National Stadium,197,290,10,67.93103448275862,19.7
BRM Taylor,"Shere Bangla National Stadium, Mirpur",125,198,6,63.13131313131313,20.833333333333332
BRM Taylor,Sportpark Het Schootsveld,122,135,2,90.37037037037037,61.0
BRM Taylor,St George's Park,41,83,2,49.39759036144578,20.5
BRM Taylor,SuperSport Park,0,9,1,0.0,0.0
BRM Taylor,Sylhet International Cricket Stadium,33,53,3,62.264150943396224,11.0
BRM Taylor,The Wanderers Stadium,3,7,1,42.857142857142854,3.0
BRM Taylor,University Oval,58,69,1,84.05797101449275,58.0
BRM Taylor,"Vidarbha Cricket Association Stadium, Jamtha",0,1,1,0.0,0.0
BRM Taylor,Willowmoore Park,7,11,2,63.63636363636363,3.5
BRM Taylor,Zahur Ahmed Chowdhury Stadium,212,240,5,88.33333333333333,42.4
BRM Taylor,Zohur Ahmed Chowdhury Stadium,118,130,1,90.76923076923077,118.0
BT Foakes,"The Village, Malahide",61,78,0,78.2051282051282,
BTJ Wheal,Dubai International Cricket Stadium,0,3,0,0.0,
BTJ Wheal,"Grange Cricket Club Ground, Raeburn Place",0,1,0,0.0,
BTJ Wheal,Harare Sports Club,14,11,1,127.27272727272727,14.0
BTJ Wheal,Queens Sports Club,0,2,1,0.0,0.0
BTJ Wheal,Sheikh Zayed Stadium,0,1,0,0.0,
BV Vitori,Harare Sports Club,31,48,4,64.58333333333334,7.75
BV Vitori,McLean Park,0,2,1,0.0,0.0
BV Vitori,Queens Sports Club,32,27,4,118.5185185185185,8.0
BV Vitori,Sharjah Cricket Stadium,23,19,2,121.05263157894737,11.5
BW Hilfenhaus,Adelaide Oval,5,17,1,29.411764705882355,5.0
BW Hilfenhaus,"Beausejour Stadium, Gros Islet",0,5,0,0.0,
BW Hilfenhaus,Dubai Sports City Cricket Stadium,4,17,1,23.52941176470588,4.0
BW Hilfenhaus,Melbourne Cricket Ground,1,5,0,20.0,
BW Hilfenhaus,Riverside Ground,2,12,0,16.666666666666664,
BW Hilfenhaus,"Vidarbha Cricket Association Stadium, Jamtha",16,12,1,133.33333333333331,16.0
BW Hilfenhaus,Western Australia Cricket Association Ground,1,3,0,33.33333333333333,
Babar Azam,Adelaide Oval,100,115,1,86.95652173913044,100.0
Babar Azam,Basin Reserve,72,102,3,70.58823529411765,24.0
Babar Azam,"Brisbane Cricket Ground, Woolloongabba",33,46,1,71.73913043478261,33.0
Babar Azam,County Ground,15,11,1,136.36363636363635,15.0
Babar Azam,Dubai International Cricket Stadium,335,414,5,80.91787439613528,67.0
Babar Azam,Eden Park,83,81,1,102.46913580246914,83.0
Babar Azam,Edgbaston,140,195,2,71.7948717948718,70.0
Babar Azam,"Edgbaston, Birmingham",158,142,1,111.26760563380283,158.0
Babar Azam,Gaddafi Stadium,54,64,1,84.375,54.0
Babar Azam,"Gaddafi Stadium, Lahore",293,292,3,100.34246575342465,97.66666666666667
Babar Azam,"Hazelaarweg, Rotterdam",222,282,4,78.72340425531915,55.5
Babar Azam,Headingley,137,157,2,87.26114649681529,68.5
Babar Azam,Kennington Oval,62,76,2,81.57894736842105,31.0
Babar Azam,Kingsmead,12,15,1,80.0,12.0
Babar Azam,Lord's,195,216,3,90.27777777777779,65.0
Babar Azam,"Lord's, London",19,17,1,111.76470588235294,19.0
Babar Azam,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",53,70,2,75.71428571428571,26.5
Babar Azam,Melbourne Cricket Ground,34,49,1,69.38775510204081,34.0
Babar Azam,Multan Cricket Stadium,332,342,4,97.07602339181285,83.0
Babar Azam,National Stadium,146,132,3,110.6060606060606,48.666666666666664
Babar Azam,"National Stadium, Karachi",311,395,7,78.73417721518987,44.42857142857143
Babar Azam,Newlands,24,26,1,92.3076923076923,24.0
Babar Azam,Old Trafford,48,58,1,82.75862068965517,48.0
Babar Azam,Pallekele International Cricket Stadium,12,20,1,60.0,12.0
Babar Azam,Providence Stadium,154,181,2,85.0828729281768,77.0
Babar Azam,Queens Sports Club,184,192,1,95.83333333333334,184.0
Babar Azam,"R Premadasa Stadium, Colombo",99,150,3,66.0,33.0
Babar Azam,Rangiri Dambulla International Stadium,25,31,1,80.64516129032258,25.0
Babar Azam,Rawalpindi Cricket Stadium,335,337,4,99.40652818991099,83.75
Babar Azam,Saxton Oval,10,17,1,58.82352941176471,10.0
Babar Azam,Seddon Park,3,9,1,33.33333333333333,3.0
Babar Azam,Sharjah Cricket Stadium,334,392,3,85.20408163265306,111.33333333333333
Babar Azam,Sheikh Zayed Stadium,427,498,8,85.7429718875502,53.375
Babar Azam,Sophia Gardens,79,97,2,81.44329896907216,39.5
Babar Azam,"Sophia Gardens, Cardiff",0,2,1,0.0,0.0
Babar Azam,St George's Park,49,71,1,69.01408450704226,49.0
Babar Azam,SuperSport Park,69,74,1,93.24324324324324,69.0
Babar Azam,"SuperSport Park, Centurion",197,193,2,102.07253886010363,98.5
Babar Azam,Sydney Cricket Ground,31,39,1,79.48717948717949,31.0
Babar Azam,The Cooper Associates County Ground,30,28,1,107.14285714285714,30.0
Babar Azam,The Rose Bowl,91,97,2,93.81443298969072,45.5
Babar Azam,"The Village, Malahide",29,30,1,96.66666666666667,29.0
Babar Azam,The Wanderers Stadium,72,92,1,78.26086956521739,72.0
Babar Azam,Trent Bridge,209,233,4,89.69957081545064,52.25
Babar Azam,University Oval,8,28,1,28.57142857142857,8.0
Babar Azam,Western Australia Cricket Association Ground,84,103,1,81.55339805825243,84.0
Babar Hayat,Bulawayo Athletic Club,38,63,2,60.317460317460316,19.0
Babar Hayat,Dubai International Cricket Stadium,25,53,3,47.16981132075472,8.333333333333334
Babar Hayat,"Grange Cricket Club Ground, Raeburn Place",82,98,2,83.6734693877551,41.0
Babar Hayat,ICC Academy,122,180,2,67.77777777777779,61.0
Babar Hayat,Kinrara Academy Oval,14,47,1,29.78723404255319,14.0
Babar Hayat,"Mission Road Ground, Mong Kok",159,190,2,83.6842105263158,79.5
Babar Hayat,Old Hararians,37,25,1,148.0,37.0
Babar Hayat,Queens Sports Club,14,23,1,60.86956521739131,14.0
Babar Hayat,Sheikh Zayed Stadium,79,111,0,71.17117117117117,
Badal Singh,Tribhuvan University International Cricket Ground,5,12,1,41.66666666666667,5.0
Basil Hameed,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),113,111,5,101.8018018018018,22.6
Basil Hameed,Bulawayo Athletic Club,77,96,3,80.20833333333334,25.666666666666668
Basil Hameed,Dubai International Cricket Stadium,51,106,3,48.113207547169814,17.0
Basil Hameed,ICC Academy,101,141,1,71.63120567375887,101.0
Basil Hameed,"ICC Academy, Dubai",119,133,3,89.47368421052632,39.666666666666664
Basil Hameed,"Mannofield Park, Aberdeen",70,93,4,75.26881720430107,17.5
Basil Hameed,"Moosa Cricket Stadium, Pearland",44,94,3,46.808510638297875,14.666666666666666
Basil Hameed,Mulpani Cricket Ground,34,44,1,77.27272727272727,34.0
Basil Hameed,"Queens Sports Club, Bulawayo",0,3,1,0.0,0.0
Basil Hameed,Sharjah Cricket Stadium,77,136,3,56.61764705882353,25.666666666666668
Basil Hameed,Sheikh Zayed Stadium,2,15,1,13.333333333333334,2.0
Basil Hameed,"Takashinga Sports Club, Highfield, Harare",73,81,2,90.12345679012346,36.5
Basil Hameed,"Tribhuvan University International Cricket Ground, Kirtipur",56,95,5,58.94736842105262,11.2
Basir Ahamad,"Cambusdoon New Ground, Ayr",3,13,2,23.076923076923077,1.5
Bazid Khan,Arbab Niaz Stadium,0,13,1,0.0,0.0
Bazid Khan,"Daren Sammy National Cricket Stadium, Gros Islet",66,97,1,68.04123711340206,66.0
Bazid Khan,Gaddafi Stadium,2,10,1,20.0,2.0
Bazid Khan,Multan Cricket Stadium,63,117,2,53.84615384615385,31.5
Bikram Sob,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),3,7,2,42.857142857142854,1.5
Bikram Sob,Dubai International Cricket Stadium,1,12,1,8.333333333333332,1.0
Bilal Asif,Harare Sports Club,38,44,2,86.36363636363636,19.0
Bilal Asif,Sheikh Zayed Stadium,2,8,1,25.0,2.0
Bilal Khan,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),14,22,4,63.63636363636363,3.5
Bilal Khan,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,2,0,50.0,
Bilal Khan,Bulawayo Athletic Club,3,5,0,60.0,
Bilal Khan,Dubai International Cricket Stadium,1,3,0,33.33333333333333,
Bilal Khan,Harare Sports Club,0,1,0,0.0,
Bilal Khan,"ICC Academy, Dubai",0,3,0,0.0,
Bilal Khan,Mannofield Park,1,4,0,25.0,
Bilal Khan,"Moosa Cricket Stadium, Pearland",1,11,1,9.090909090909092,1.0
Bilal Khan,"Queens Sports Club, Bulawayo",0,7,1,0.0,0.0
Bilal Khan,Tribhuvan University International Cricket Ground,8,5,0,160.0,
Bilal Khan,"Tribhuvan University International Cricket Ground, Kirtipur",1,4,0,25.0,
Bilal Khan,Wanderers Cricket Ground,0,3,1,0.0,0.0
Bilal Khan,"Wanderers Cricket Ground, Windhoek",0,1,1,0.0,0.0
Bilawal Bhatti,Khan Shaheb Osman Ali Stadium,18,14,1,128.57142857142858,18.0
Bilawal Bhatti,McLean Park,9,12,1,75.0,9.0
Bilawal Bhatti,Newlands,39,25,1,156.0,39.0
Bilawal Bhatti,Sharjah Cricket Stadium,1,1,0,100.0,
Bilawal Bhatti,St George's Park,21,14,1,150.0,21.0
