striker,venue,runs_scored,balls_faced,dismissals,strike_rate,average
JEC Franklin,Lord's,16,22,0,72.72727272727273,
JEC Franklin,M Chinnaswamy Stadium,98,70,0,140.0,
JEC Franklin,"MA Chidambaram Stadium, Chepauk",17,24,0,70.83333333333334,
JEC Franklin,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",21,37,1,56.75675675675676,21.0
JEC Franklin,McLean Park,85,137,6,62.04379562043796,14.166666666666666
JEC Franklin,Melbourne Cricket Ground,13,5,0,260.0,
JEC Franklin,"National Cricket Stadium, St George's",31,38,1,81.57894736842105,31.0
JEC Franklin,New Wanderers Stadium,30,28,0,107.14285714285714,
JEC Franklin,Newlands,21,38,1,55.26315789473685,21.0
JEC Franklin,Pallekele International Cricket Stadium,62,71,2,87.32394366197182,31.0
JEC Franklin,Providence Stadium,34,22,0,154.54545454545453,
JEC Franklin,"Punjab Cricket Association Stadium, Mohali",17,16,1,106.25,17.0
JEC Franklin,Queenstown Events Centre,15,29,0,51.724137931034484,
JEC Franklin,Reliance Stadium,72,110,0,65.45454545454545,
JEC Franklin,"Sabina Park, Kingston",30,39,0,76.92307692307693,
JEC Franklin,Seddon Park,21,39,3,53.84615384615385,7.0
JEC Franklin,Senwes Park,53,55,1,96.36363636363636,53.0
JEC Franklin,Sophia Gardens,12,23,2,52.17391304347826,6.0
JEC Franklin,SuperSport Park,45,72,2,62.5,22.5
JEC Franklin,Sydney Cricket Ground,18,18,1,100.0,18.0
JEC Franklin,Trent Bridge,7,19,1,36.84210526315789,7.0
JEC Franklin,University Oval,20,31,0,64.51612903225806,
JEC Franklin,"Vidarbha Cricket Association Stadium, Jamtha",0,3,1,0.0,0.0
JEC Franklin,Wankhede Stadium,51,38,1,134.21052631578948,51.0
JEC Franklin,Western Australia Cricket Association Ground,9,9,1,100.0,9.0
JEC Franklin,Westpac Stadium,63,69,2,91.30434782608695,31.5
JF Kloppenburg,"Boland Bank Park, Paarl",0,4,1,0.0,0.0
JF Kloppenburg,"Buffalo Park, East London",10,30,1,33.33333333333333,10.0
JF Kloppenburg,"Goodyear Park, Bloemfontein",121,150,1,80.66666666666666,121.0
JF Kloppenburg,"Queens Sports Club, Bulawayo",18,56,1,32.142857142857146,18.0
JF Mooney,Adelaide Oval,13,19,1,68.42105263157895,13.0
JF Mooney,Bellerive Oval,10,4,1,250.0,10.0
JF Mooney,"Brisbane Cricket Ground, Woolloongabba",2,6,1,33.33333333333333,2.0
JF Mooney,"Civil Service Cricket Club, Stormont",67,79,3,84.81012658227847,22.333333333333332
JF Mooney,Clontarf Cricket Club Ground,77,89,5,86.51685393258427,15.4
JF Mooney,Dubai International Cricket Stadium,40,52,2,76.92307692307693,20.0
JF Mooney,Eden Gardens,14,28,1,50.0,14.0
JF Mooney,Harare Sports Club,12,20,2,60.0,6.0
JF Mooney,"Kensington Oval, Bridgetown",23,46,1,50.0,23.0
JF Mooney,M Chinnaswamy Stadium,38,47,1,80.85106382978722,38.0
JF Mooney,Manuka Oval,8,15,1,53.333333333333336,8.0
JF Mooney,Mombasa Sports Club Ground,44,42,2,104.76190476190477,22.0
JF Mooney,"Punjab Cricket Association Stadium, Mohali",6,7,1,85.71428571428571,6.0
JF Mooney,"Sabina Park, Kingston",0,1,1,0.0,0.0
JF Mooney,Saxton Oval,6,5,0,120.0,
JF Mooney,Seddon Park,12,19,1,63.1578947368421,12.0
JF Mooney,Shere Bangla National Stadium,0,8,1,0.0,0.0
JF Mooney,"The Village, Malahide",150,149,2,100.67114093959732,75.0
JF Mooney,"Toronto Cricket, Skating and Curling Club",47,55,1,85.45454545454545,47.0
JF Mooney,VRA Ground,45,65,1,69.23076923076923,45.0
JH Davey,Bellerive Oval,30,43,2,69.76744186046511,15.0
JH Davey,Cambusdoon New Ground,18,41,2,43.90243902439025,9.0
JH Davey,Dubai International Cricket Stadium,6,15,1,40.0,6.0
JH Davey,"Grange Cricket Club Ground, Raeburn Place",28,39,2,71.7948717948718,14.0
JH Davey,Hagley Oval,9,16,1,56.25,9.0
JH Davey,ICC Academy,48,48,1,100.0,48.0
JH Davey,Mannofield Park,30,55,2,54.54545454545454,15.0
JH Davey,Saxton Oval,4,4,0,100.0,
JH Davey,Sheikh Zayed Stadium,58,60,1,96.66666666666667,58.0
JH Davey,"The Village, Malahide",44,81,2,54.32098765432099,22.0
JH Davey,University Oval,12,28,1,42.857142857142854,12.0
JH Desai,Kennington Oval,16,38,1,42.10526315789473,16.0
JH Kallis,Adelaide Oval,13,12,1,108.33333333333333,13.0
JH Kallis,"Beausejour Stadium, Gros Islet",5,9,1,55.55555555555556,5.0
JH Kallis,Bellerive Oval,72,98,1,73.46938775510205,72.0
JH Kallis,Boland Park,72,81,0,88.88888888888889,
JH Kallis,Brabourne Stadium,8,18,1,44.44444444444444,8.0
JH Kallis,"Brisbane Cricket Ground, Woolloongabba",0,1,0,0.0,
JH Kallis,Buffalo Park,112,145,3,77.24137931034483,37.333333333333336
JH Kallis,"Buffalo Park, East London",1,4,1,25.0,1.0
JH Kallis,Captain Roop Singh Stadium,11,14,1,78.57142857142857,11.0
JH Kallis,Carisbrook,13,21,1,61.904761904761905,13.0
JH Kallis,"Civil Service Cricket Club, Stormont",139,178,3,78.08988764044943,46.333333333333336
JH Kallis,Docklands Stadium,13,35,1,37.142857142857146,13.0
JH Kallis,Dubai International Cricket Stadium,98,126,3,77.77777777777779,32.666666666666664
JH Kallis,Eden Gardens,19,31,0,61.29032258064516,
JH Kallis,Feroz Shah Kotla,4,7,1,57.14285714285714,4.0
JH Kallis,Gaddafi Stadium,94,148,3,63.51351351351351,31.333333333333332
JH Kallis,"Gaddafi Stadium, Lahore",43,64,2,67.1875,21.5
JH Kallis,Goodyear Park,4,16,1,25.0,4.0
JH Kallis,Headingley,52,69,1,75.36231884057972,52.0
JH Kallis,Iqbal Stadium,13,32,1,40.625,13.0
JH Kallis,"Iqbal Stadium, Faisalabad",62,80,1,77.5,62.0
JH Kallis,Kennington Oval,25,58,2,43.103448275862064,12.5
JH Kallis,"Kennington Oval, London",107,134,2,79.8507462686567,53.5
JH Kallis,"Kensington Oval, Bridgetown",17,25,0,68.0,
JH Kallis,Kingsmead,270,418,11,64.5933014354067,24.545454545454547
JH Kallis,"Kingsmead, Durban",16,19,1,84.21052631578947,16.0
JH Kallis,Lord's,1,9,1,11.11111111111111,1.0
JH Kallis,"Lord's, London",0,12,1,0.0,0.0
JH Kallis,"MA Chidambaram Stadium, Chepauk",15,20,1,75.0,15.0
JH Kallis,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",4,11,1,36.36363636363637,4.0
JH Kallis,Mangaung Oval,63,78,1,80.76923076923077,63.0
JH Kallis,McLean Park,4,5,1,80.0,4.0
JH Kallis,Melbourne Cricket Ground,41,52,1,78.84615384615384,41.0
JH Kallis,Multan Cricket Stadium,6,6,0,100.0,
JH Kallis,"National Cricket Stadium, St George's",103,142,2,72.53521126760563,51.5
JH Kallis,New Wanderers Stadium,239,270,3,88.51851851851852,79.66666666666667
JH Kallis,"New Wanderers Stadium, Johannesburg",33,48,1,68.75,33.0
JH Kallis,Newlands,388,504,6,76.98412698412699,64.66666666666667
JH Kallis,"Newlands, Cape Town",13,18,1,72.22222222222221,13.0
JH Kallis,OUTsurance Oval,71,88,1,80.68181818181817,71.0
JH Kallis,"Old Trafford, Manchester",82,106,0,77.35849056603774,
JH Kallis,Pallekele International Cricket Stadium,1,8,1,12.5,1.0
JH Kallis,Providence Stadium,184,234,2,78.63247863247864,92.0
JH Kallis,"Punjab Cricket Association Stadium, Mohali",19,37,2,51.35135135135135,9.5
JH Kallis,"Queen's Park Oval, Port of Spain",75,81,2,92.5925925925926,37.5
JH Kallis,R Premadasa Stadium,0,2,1,0.0,0.0
JH Kallis,"Rajiv Gandhi International Stadium, Uppal",68,103,0,66.01941747572816,
JH Kallis,Rangiri Dambulla International Stadium,7,13,1,53.84615384615385,7.0
JH Kallis,Rawalpindi Cricket Stadium,98,145,1,67.58620689655173,98.0
JH Kallis,"Sabina Park, Kingston",7,18,1,38.88888888888889,7.0
JH Kallis,"Sardar Patel Stadium, Motera",147,166,1,88.55421686746988,147.0
JH Kallis,Sawai Mansingh Stadium,105,136,2,77.20588235294117,52.5
JH Kallis,Sedgars Park,50,59,1,84.7457627118644,50.0
JH Kallis,Senwes Park,50,73,1,68.4931506849315,50.0
JH Kallis,Sheikh Zayed Stadium,66,91,1,72.52747252747253,66.0
JH Kallis,Shere Bangla National Stadium,116,154,2,75.32467532467533,58.0
JH Kallis,Sinhalese Sports Club,101,128,1,78.90625,101.0
JH Kallis,"Sir Vivian Richards Stadium, North Sound",86,97,2,88.65979381443299,43.0
JH Kallis,Sophia Gardens,0,5,0,0.0,
JH Kallis,St George's Park,298,395,6,75.44303797468355,49.666666666666664
JH Kallis,"St Lawrence Ground, Canterbury",125,153,0,81.69934640522875,
JH Kallis,SuperSport Park,478,597,10,80.06700167504187,47.8
JH Kallis,Sydney Cricket Ground,60,74,1,81.08108108108108,60.0
JH Kallis,The Wanderers Stadium,5,26,1,19.230769230769234,5.0
JH Kallis,Trent Bridge,6,15,1,40.0,6.0
JH Kallis,"Vidarbha Cricket Association Stadium, Jamtha",69,88,1,78.4090909090909,69.0
JH Kallis,Wankhede Stadium,91,149,1,61.07382550335571,91.0
JH Kallis,"Warner Park, Basseterre",176,177,1,99.43502824858757,176.0
JH Kallis,Westpac Stadium,13,17,1,76.47058823529412,13.0
JH Kallis,"Windsor Park, Roseau",82,95,2,86.31578947368422,41.0
JH Stander,Willowmoore Park,34,49,2,69.38775510204081,17.0
JI de Villiers,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),0,2,1,0.0,0.0
JJ Atkinson,Kinrara Academy Oval,20,40,1,50.0,20.0
JJ Atkinson,"Mission Road Ground, Mong Kok",23,33,1,69.6969696969697,23.0
JJ Atkinson,National Stadium,41,79,2,51.89873417721519,20.5
JJ Bumrah,Arun Jaitley Stadium,1,4,0,25.0,
JJ Bumrah,"Boland Park, Paarl",14,25,0,56.00000000000001,
JJ Bumrah,Eden Gardens,10,7,0,142.85714285714286,
JJ Bumrah,Eden Park,0,1,0,0.0,
JJ Bumrah,Feroz Shah Kotla,0,1,1,0.0,0.0
JJ Bumrah,Himachal Pradesh Cricket Association Stadium,0,15,1,0.0,0.0
JJ Bumrah,JSCA International Stadium Complex,0,1,0,0.0,
JJ Bumrah,Kennington Oval,1,9,1,11.11111111111111,1.0
JJ Bumrah,"Lord's, London",2,6,0,33.33333333333333,
JJ Bumrah,Maharashtra Cricket Association Stadium,0,3,1,0.0,0.0
JJ Bumrah,"Newlands, Cape Town",12,16,1,75.0,12.0
JJ Bumrah,Pallekele International Cricket Stadium,16,14,1,114.28571428571428,16.0
JJ Bumrah,"Punjab Cricket Association IS Bindra Stadium, Mohali",6,1,0,600.0,
JJ Bumrah,"R Premadasa Stadium, Colombo",5,12,1,41.66666666666667,5.0
JJ Bumrah,Sydney Cricket Ground,0,5,1,0.0,0.0
JJ Bumrah,The Rose Bowl,1,1,0,100.0,
JJ Bumrah,"Vidarbha Cricket Association Stadium, Jamtha",0,2,1,0.0,0.0
JJ Celestine,Gymkhana Club Ground,16,45,2,35.55555555555556,8.0
JJ Celestine,Maple Leaf North-West Ground,12,19,1,63.1578947368421,12.0
JJ Esmeijer,"Boland Bank Park, Paarl",0,2,1,0.0,0.0
JJ Esmeijer,"Queens Sports Club, Bulawayo",3,13,0,23.076923076923077,
JJ Krejza,R Premadasa Stadium,7,19,1,36.84210526315789,7.0
JJ Krejza,Western Australia Cricket Association Ground,6,6,0,100.0,
JJ Roy,Adelaide Oval,6,13,2,46.15384615384615,3.0
JJ Roy,Barabati Stadium,82,75,1,109.33333333333333,82.0
JJ Roy,Bay Oval,8,15,1,53.333333333333336,8.0
JJ Roy,"Brisbane Cricket Ground, Woolloongabba",2,4,1,50.0,2.0
JJ Roy,County Ground,81,69,2,117.3913043478261,40.5
JJ Roy,"Diamond Oval, Kimberley",1,8,1,12.5,1.0
JJ Roy,Dubai International Cricket Stadium,102,119,1,85.71428571428571,102.0
JJ Roy,Eden Gardens,65,59,1,110.16949152542372,65.0
JJ Roy,Edgbaston,267,229,4,116.5938864628821,66.75
JJ Roy,Headingley,51,52,3,98.07692307692307,17.0
JJ Roy,Kennington Oval,340,289,6,117.64705882352942,56.666666666666664
JJ Roy,"Kennington Oval, London",60,57,2,105.26315789473684,30.0
JJ Roy,"Kensington Oval, Barbados",125,90,2,138.88888888888889,62.5
JJ Roy,"Kensington Oval, Bridgetown",17,19,1,89.47368421052632,17.0
JJ Roy,Lord's,112,137,6,81.75182481751825,18.666666666666668
JJ Roy,"Lord's, London",23,34,1,67.64705882352942,23.0
JJ Roy,Maharashtra Cricket Association Stadium,188,159,4,118.23899371069182,47.0
JJ Roy,Mangaung Oval,48,31,1,154.83870967741936,48.0
JJ Roy,"Mangaung Oval, Bloemfontein",122,111,2,109.90990990990991,61.0
JJ Roy,Melbourne Cricket Ground,213,206,2,103.39805825242718,106.5
JJ Roy,New Wanderers Stadium,6,17,1,35.294117647058826,6.0
JJ Roy,Newlands,40,48,2,83.33333333333334,20.0
JJ Roy,Old Trafford,92,91,5,101.0989010989011,18.4
JJ Roy,"Old Trafford, Manchester",55,43,2,127.90697674418605,27.5
JJ Roy,Pallekele International Cricket Stadium,86,80,2,107.5,43.0
JJ Roy,Perth Stadium,49,46,1,106.5217391304348,49.0
JJ Roy,"R.Premadasa Stadium, Khettarama",4,6,1,66.66666666666666,4.0
JJ Roy,Rangiri Dambulla International Stadium,24,32,2,75.0,12.0
JJ Roy,Riverside Ground,173,167,3,103.59281437125749,57.666666666666664
JJ Roy,"Riverside Ground, Chester-le-Street",43,64,1,67.1875,43.0
JJ Roy,Seddon Park,49,66,1,74.24242424242425,49.0
JJ Roy,Sharjah Cricket Stadium,7,6,1,116.66666666666667,7.0
JJ Roy,Sheikh Zayed Stadium,54,60,2,90.0,27.0
JJ Roy,Shere Bangla National Stadium,54,62,2,87.09677419354838,27.0
JJ Roy,"Shere Bangla National Stadium, Mirpur",136,132,2,103.03030303030303,68.0
JJ Roy,"Sir Vivian Richards Stadium, North Sound",65,71,2,91.54929577464789,32.5
JJ Roy,Sophia Gardens,407,382,5,106.54450261780104,81.4
JJ Roy,St George's Park,14,13,1,107.6923076923077,14.0
JJ Roy,SuperSport Park,20,24,1,83.33333333333334,20.0
JJ Roy,Sydney Cricket Ground,19,31,2,61.29032258064516,9.5
JJ Roy,The Rose Bowl,357,354,9,100.84745762711864,39.666666666666664
JJ Roy,The Wanderers Stadium,21,24,1,87.5,21.0
JJ Roy,Trent Bridge,298,260,7,114.61538461538461,42.57142857142857
JJ Roy,University Oval,42,43,1,97.67441860465115,42.0
JJ Roy,"VRA Ground, Amstelveen",175,158,2,110.75949367088607,87.5
JJ Roy,Westpac Stadium,15,26,1,57.692307692307686,15.0
JJ Roy,"Zahur Ahmed Chowdhury Stadium, Chattogram",19,34,1,55.88235294117647,19.0
JJ Smit,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),63,111,3,56.75675675675676,21.0
JJ Smit,"Amini Park, Port Moresby",29,33,1,87.87878787878788,29.0
JJ Smit,"Cambusdoon New Ground, Ayr",44,49,2,89.79591836734694,22.0
JJ Smit,Central Broward Regional Park Stadium Turf Ground,48,80,1,60.0,48.0
JJ Smit,Dubai International Cricket Stadium,39,47,0,82.97872340425532,
JJ Smit,"ICC Academy, Dubai",8,26,2,30.76923076923077,4.0
JJ Smit,Sharjah Cricket Stadium,91,78,2,116.66666666666667,45.5
JJ Smit,"Titwood, Glasgow",26,51,1,50.98039215686274,26.0
JJ Smit,"United Cricket Club Ground, Windhoek",64,81,3,79.01234567901234,21.333333333333332
JJ Smit,Wanderers Cricket Ground,29,31,2,93.54838709677419,14.5
JJ Smit,"Wanderers Cricket Ground, Windhoek",84,86,3,97.67441860465115,28.0
JJ Tucker,Gymkhana Club Ground,102,139,5,73.38129496402878,20.4
JJ Tucker,"Queen's Park Oval, Port of Spain",13,33,3,39.39393939393939,4.333333333333333
JJ Tucker,Ruaraka Sports Club Ground,32,41,1,78.04878048780488,32.0
JJ Tucker,Sedgars Park,27,43,1,62.7906976744186,27.0
JJ Tucker,Willowmoore Park,29,65,1,44.61538461538462,29.0
JJ van der Wath,Adelaide Oval,0,1,1,0.0,0.0
JJ van der Wath,Bellerive Oval,0,2,1,0.0,0.0
JJ van der Wath,Docklands Stadium,8,20,1,40.0,8.0
JJ van der Wath,Harare Sports Club,4,8,1,50.0,4.0
JJ van der Wath,New Wanderers Stadium,35,18,1,194.44444444444443,35.0
JJ van der Wath,Sedgars Park,5,7,1,71.42857142857143,5.0
JJ van der Wath,Sydney Cricket Ground,37,16,0,231.25,
JJC Lawson,Headingley,0,1,0,0.0,
JJC Lawson,Rangiri Dambulla International Stadium,11,12,1,91.66666666666666,11.0
JK Kamande,"Beausejour Stadium, Gros Islet",29,43,2,67.44186046511628,14.5
JK Kamande,Cambusdoon New Ground,7,17,1,41.17647058823529,7.0
JK Kamande,Feroz Shah Kotla,22,59,1,37.28813559322034,22.0
JK Kamande,Gymkhana Club Ground,81,171,7,47.368421052631575,11.571428571428571
JK Kamande,Jaffery Sports Club Ground,12,10,1,120.0,12.0
JK Kamande,"MA Chidambaram Stadium, Chepauk",2,16,1,12.5,2.0
JK Kamande,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2,3,1,66.66666666666666,2.0
JK Kamande,Maple Leaf North-West Ground,6,18,1,33.33333333333333,6.0
JK Kamande,OUTsurance Oval,6,21,1,28.57142857142857,6.0
JK Kamande,R Premadasa Stadium,1,3,1,33.33333333333333,1.0
JK Kamande,Sharjah Cricket Association Stadium,3,2,1,150.0,3.0
JL Carter,Buffalo Park,18,35,1,51.42857142857142,18.0
JL Carter,Castle Avenue,11,18,1,61.111111111111114,11.0
JL Carter,"Darren Sammy National Cricket Stadium, Gros Islet",21,67,2,31.343283582089555,10.5
JL Carter,Harare Sports Club,54,63,1,85.71428571428571,54.0
JL Carter,"Kensington Oval, Bridgetown",46,82,1,56.09756097560976,46.0
JL Carter,Kingsmead,17,27,1,62.96296296296296,17.0
JL Carter,McLean Park,50,60,0,83.33333333333334,
JL Carter,New Wanderers Stadium,40,40,1,100.0,40.0
JL Carter,Pallekele International Cricket Stadium,6,26,1,23.076923076923077,6.0
JL Carter,Providence Stadium,37,43,3,86.04651162790698,12.333333333333334
JL Carter,"Queen's Park Oval, Port of Spain",13,32,1,40.625,13.0
JL Carter,Queens Sports Club,50,63,1,79.36507936507937,50.0
JL Carter,R Premadasa Stadium,13,40,2,32.5,6.5
JL Carter,"Sir Vivian Richards Stadium, North Sound",91,84,2,108.33333333333333,45.5
JL Carter,St George's Park,5,13,0,38.46153846153847,
JL Carter,SuperSport Park,0,3,1,0.0,0.0
JL Carter,Sydney Cricket Ground,10,21,1,47.61904761904761,10.0
JL Carter,"The Village, Malahide",46,43,1,106.9767441860465,46.0
JL Carter,Western Australia Cricket Association Ground,21,44,1,47.72727272727273,21.0
JL Carter,Westpac Stadium,32,41,1,78.04878048780488,32.0
JL Denly,"Civil Service Cricket Club, Stormont",67,114,1,58.77192982456141,67.0
JL Denly,Lord's,11,18,1,61.111111111111114,11.0
JL Denly,New Wanderers Stadium,10,23,2,43.47826086956522,5.0
JL Denly,Newlands,87,106,1,82.0754716981132,87.0
JL Denly,Riverside Ground,53,78,0,67.94871794871796,
JL Denly,SuperSport Park,57,72,2,79.16666666666666,28.5
JL Denly,"The Village, Malahide",8,18,1,44.44444444444444,8.0
JL Denly,The Wanderers Stadium,66,82,1,80.48780487804879,66.0
JL Denly,Trent Bridge,87,134,3,64.92537313432835,29.0
JL Ontong,McLean Park,17,19,0,89.47368421052632,
JL Ontong,OUTsurance Oval,19,22,1,86.36363636363636,19.0
JL Ontong,"Rajiv Gandhi International Stadium, Uppal",11,24,1,45.83333333333333,11.0
JL Ontong,Senwes Park,27,39,2,69.23076923076923,13.5
JL Ontong,SuperSport Park,23,32,2,71.875,11.5
JL Pattinson,Melbourne Cricket Ground,12,24,1,50.0,12.0
JL Pattinson,Old Trafford,15,36,1,41.66666666666667,15.0
JL Pattinson,R Premadasa Stadium,0,2,0,0.0,
JL Pattinson,Riverside Ground,8,6,0,133.33333333333331,
JL Pattinson,Sharjah Cricket Association Stadium,1,2,1,50.0,1.0
JL Pattinson,Sheikh Zayed Stadium,2,2,0,100.0,
JL Pattinson,Western Australia Cricket Association Ground,4,10,1,40.0,4.0
JL Smith,"Trent Bridge, Nottingham",9,10,1,90.0,9.0
JM Anderson,Adelaide Oval,8,20,2,40.0,4.0
JM Anderson,"Brisbane Cricket Ground, Woolloongabba",24,46,0,52.17391304347826,
JM Anderson,County Ground,2,8,1,25.0,2.0
JM Anderson,Edgbaston,9,31,2,29.03225806451613,4.5
JM Anderson,Feroz Shah Kotla,12,17,0,70.58823529411765,
JM Anderson,Green Park,1,3,1,33.33333333333333,1.0
JM Anderson,Headingley,1,3,1,33.33333333333333,1.0
JM Anderson,Kennington Oval,14,24,2,58.333333333333336,7.0
JM Anderson,"Kensington Oval, Bridgetown",0,8,1,0.0,0.0
JM Anderson,"Kingsmead, Durban",2,9,1,22.22222222222222,2.0
JM Anderson,Lord's,14,26,2,53.84615384615385,7.0
JM Anderson,"MA Chidambaram Stadium, Chepauk",2,6,0,33.33333333333333,
JM Anderson,Madhavrao Scindia Cricket Ground,0,4,1,0.0,0.0
JM Anderson,Maharani Usharaje Trust Cricket Ground,1,2,0,50.0,
JM Anderson,Melbourne Cricket Ground,8,14,1,57.14285714285714,8.0
JM Anderson,Nahar Singh Stadium,2,2,1,100.0,2.0
JM Anderson,"Nehru Stadium, Fatorda",2,2,0,100.0,
JM Anderson,New Wanderers Stadium,4,18,0,22.22222222222222,
JM Anderson,Newlands,1,5,1,20.0,1.0
JM Anderson,Old Trafford,12,17,1,70.58823529411765,12.0
JM Anderson,"Old Trafford, Manchester",6,14,0,42.857142857142854,
JM Anderson,Providence Stadium,8,8,1,100.0,8.0
JM Anderson,R Premadasa Stadium,2,7,1,28.57142857142857,2.0
JM Anderson,Rangiri Dambulla International Stadium,4,17,1,23.52941176470588,4.0
JM Anderson,Riverside Ground,18,41,2,43.90243902439025,9.0
JM Anderson,Sawai Mansingh Stadium,16,21,1,76.19047619047619,16.0
JM Anderson,Seddon Park,2,7,0,28.57142857142857,
JM Anderson,"Sir Vivian Richards Stadium, North Sound",0,1,1,0.0,0.0
JM Anderson,Sophia Gardens,9,8,0,112.5,
JM Anderson,SuperSport Park,7,12,1,58.333333333333336,7.0
JM Anderson,Sydney Cricket Ground,1,15,2,6.666666666666667,0.5
JM Anderson,The Rose Bowl,33,32,2,103.125,16.5
JM Anderson,Trent Bridge,14,30,2,46.666666666666664,7.0
JM Anderson,Western Australia Cricket Association Ground,9,10,1,90.0,9.0
JM Anderson,Westpac Stadium,4,20,1,20.0,4.0
JM Anderson,Zahur Ahmed Chowdhury Stadium,2,6,0,33.33333333333333,
JM Bairstow,Adelaide Oval,0,9,1,0.0,0.0
JM Bairstow,Bay Oval,37,39,1,94.87179487179486,37.0
JM Bairstow,"Brisbane Cricket Ground, Woolloongabba",60,57,1,105.26315789473684,60.0
JM Bairstow,County Ground,151,128,2,117.96875,75.5
JM Bairstow,"Darren Sammy National Cricket Stadium, St Lucia",11,15,1,73.33333333333333,11.0
JM Bairstow,Eden Gardens,58,71,2,81.69014084507043,29.0
JM Bairstow,Edgbaston,145,156,2,92.94871794871796,72.5
JM Bairstow,Feroz Shah Kotla,35,53,1,66.0377358490566,35.0
JM Bairstow,Hagley Oval,104,63,1,165.07936507936506,104.0
JM Bairstow,Headingley,154,149,5,103.35570469798658,30.8
JM Bairstow,Kennington Oval,96,103,3,93.20388349514563,32.0
JM Bairstow,"Kennington Oval, London",36,59,3,61.016949152542374,12.0
JM Bairstow,"Kensington Oval, Barbados",34,37,2,91.8918918918919,17.0
JM Bairstow,Lord's,224,241,4,92.9460580912863,56.0
JM Bairstow,"Lord's, London",51,54,2,94.44444444444444,25.5
JM Bairstow,Maharashtra Cricket Association Stadium,219,189,4,115.87301587301589,54.75
JM Bairstow,Melbourne Cricket Ground,14,11,1,127.27272727272727,14.0
JM Bairstow,"National Cricket Stadium, Grenada",56,44,1,127.27272727272727,56.0
JM Bairstow,Newlands,19,25,1,76.0,19.0
JM Bairstow,Old Trafford,425,496,7,85.68548387096774,60.714285714285715
JM Bairstow,"Old Trafford, Manchester",28,30,2,93.33333333333333,14.0
JM Bairstow,Pallekele International Cricket Stadium,4,2,1,200.0,4.0
JM Bairstow,Perth Stadium,44,49,1,89.79591836734694,44.0
JM Bairstow,"Rajiv Gandhi International Stadium, Uppal",3,7,1,42.857142857142854,3.0
JM Bairstow,Rangiri Dambulla International Stadium,51,66,2,77.27272727272727,25.5
JM Bairstow,Riverside Ground,268,230,2,116.52173913043478,134.0
JM Bairstow,"Riverside Ground, Chester-le-Street",106,94,2,112.7659574468085,53.0
JM Bairstow,Seddon Park,4,13,1,30.76923076923077,4.0
JM Bairstow,Shere Bangla National Stadium,35,56,2,62.5,17.5
JM Bairstow,Sophia Gardens,232,216,5,107.40740740740742,46.4
JM Bairstow,Sydney Cricket Ground,39,58,1,67.24137931034483,39.0
JM Bairstow,The Rose Bowl,325,274,5,118.61313868613139,65.0
JM Bairstow,"The Rose Bowl, Southampton",6,8,1,75.0,6.0
JM Bairstow,The Wanderers Stadium,43,24,1,179.16666666666669,43.0
JM Bairstow,Trent Bridge,250,230,5,108.69565217391303,50.0
JM Bairstow,University Oval,138,107,1,128.97196261682242,138.0
JM Bairstow,Wankhede Stadium,9,19,1,47.368421052631575,9.0
JM Bairstow,Westpac Stadium,19,39,1,48.717948717948715,19.0
JM Bairstow,Zahur Ahmed Chowdhury Stadium,15,18,1,83.33333333333334,15.0
JM Davison,"Beausejour Stadium, Gros Islet",73,57,2,128.0701754385965,36.5
JM Davison,"Boland Bank Park, Paarl",0,4,1,0.0,0.0
JM Davison,"Buffalo Park, East London",1,2,1,50.0,1.0
JM Davison,Feroz Shah Kotla,4,1,0,400.0,
JM Davison,Gymkhana Club Ground,69,49,0,140.81632653061226,
JM Davison,Jaffery Sports Club Ground,10,13,1,76.92307692307693,10.0
JM Davison,"Kingsmead, Durban",8,15,1,53.333333333333336,8.0
JM Davison,M Chinnaswamy Stadium,14,12,1,116.66666666666667,14.0
JM Davison,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,1,1,0.0,0.0
JM Davison,"Newlands, Cape Town",31,33,1,93.93939393939394,31.0
JM Davison,"SuperSport Park, Centurion",111,76,1,146.05263157894737,111.0
JM Davison,"Vidarbha Cricket Association Stadium, Jamtha",0,8,1,0.0,0.0
JM Davison,Wankhede Stadium,15,21,1,71.42857142857143,15.0
JM Davison,Willowmoore Park,32,38,1,84.21052631578947,32.0
JM Davison,"Willowmoore Park, Benoni",75,63,1,119.04761904761905,75.0
JM How,AMI Stadium,48,68,2,70.58823529411765,24.0
JM How,Adelaide Oval,20,60,1,33.33333333333333,20.0
JM How,Bellerive Oval,2,15,1,13.333333333333334,2.0
JM How,County Ground,10,34,1,29.411764705882355,10.0
JM How,Eden Park,98,140,2,70.0,49.0
JM How,Edgbaston,16,20,1,80.0,16.0
JM How,Jade Stadium,12,23,1,52.17391304347826,12.0
JM How,John Davies Oval,58,98,1,59.183673469387756,58.0
JM How,Kennington Oval,37,62,1,59.67741935483871,37.0
JM How,Kingsmead,90,126,1,71.42857142857143,90.0
JM How,Lord's,22,28,1,78.57142857142857,22.0
JM How,M Chinnaswamy Stadium,4,6,1,66.66666666666666,4.0
