striker,bowler,runs_scored,balls_faced,dismissals,strike_rate,average
DA Miller,CB Mpofu,8,7,0,114.28571428571428,
DA Miller,CBRLS Kumara,1,5,0,20.0,
DA Miller,CH Gayle,2,2,0,100.0,
DA Miller,CJ Anderson,27,11,2,245.45454545454547,13.5
DA Miller,CJ Jordan,35,16,0,218.75,
DA Miller,CN Ackermann,11,14,0,78.57142857142857,
DA Miller,CP Tremain,34,26,1,130.76923076923077,34.0
DA Miller,CR Brathwaite,19,31,0,61.29032258064516,
DA Miller,CR Woakes,6,2,1,300.0,6.0
DA Miller,DAJ Bracewell,6,13,1,46.15384615384615,6.0
DA Miller,DAS Gunaratne,16,24,0,66.66666666666666,
DA Miller,DE Bollinger,18,18,0,100.0,
DA Miller,DJ Bravo,27,18,1,150.0,27.0
DA Miller,DJ Willey,4,10,0,40.0,
DA Miller,DJ Worrall,29,13,0,223.0769230769231,
DA Miller,DJG Sammy,58,57,0,101.75438596491229,
DA Miller,DJM Short,8,7,0,114.28571428571428,
DA Miller,DM de Silva,68,65,1,104.61538461538463,68.0
DA Miller,Danish Aziz,3,6,0,50.0,
DA Miller,E Chigumbura,29,18,0,161.11111111111111,
DA Miller,FJ Klaassen,7,9,0,77.77777777777779,
DA Miller,Fahad Alhashmi,20,19,0,105.26315789473684,
DA Miller,Faheem Ashraf,36,25,0,144.0,
DA Miller,GD Elliott,3,6,0,50.0,
DA Miller,GJ Maxwell,39,46,0,84.78260869565217,
DA Miller,GSNFG Jayasuriya,1,2,0,50.0,
DA Miller,H Masakadza,1,1,0,100.0,
DA Miller,HH Pandya,26,25,0,104.0,
DA Miller,HMRKB Herath,22,25,0,88.0,
DA Miller,Harbhajan Singh,21,31,2,67.74193548387096,10.5
DA Miller,Haris Rauf,24,17,1,141.1764705882353,24.0
DA Miller,Hasan Ali,33,44,0,75.0,
DA Miller,I Sharma,3,7,0,42.857142857142854,
DA Miller,I Udana,8,6,0,133.33333333333331,
DA Miller,IA Nicolson,5,3,0,166.66666666666669,
DA Miller,IS Sodhi,31,35,1,88.57142857142857,31.0
DA Miller,Imad Wasim,15,24,0,62.5,
DA Miller,J Little,7,10,0,70.0,
DA Miller,J Mubarak,4,4,0,100.0,
DA Miller,J Nyumbu,15,18,0,83.33333333333334,
DA Miller,J Yadav,3,5,0,60.0,
DA Miller,JC Archer,13,15,1,86.66666666666667,13.0
DA Miller,JC Tredwell,5,5,0,100.0,
DA Miller,JDS Neesham,12,12,2,100.0,6.0
DA Miller,JE Root,32,25,0,128.0,
DA Miller,JE Taylor,32,27,1,118.5185185185185,32.0
DA Miller,JEC Franklin,6,7,0,85.71428571428571,
DA Miller,JF Mooney,11,4,0,275.0,
DA Miller,JJ Bumrah,22,26,1,84.61538461538461,22.0
DA Miller,JM Anderson,1,1,0,100.0,
DA Miller,JM Mennie,14,11,0,127.27272727272727,
DA Miller,JO Holder,51,32,2,159.375,25.5
DA Miller,JP Faulkner,10,21,1,47.61904761904761,10.0
DA Miller,JR Hazlewood,69,86,2,80.23255813953489,34.5
DA Miller,JS Patel,11,5,0,220.00000000000003,
DA Miller,JT Ball,19,9,0,211.11111111111111,
DA Miller,JW Hastings,46,31,1,148.38709677419354,46.0
DA Miller,Junaid Khan,38,43,2,88.37209302325581,19.0
DA Miller,KA Pollard,16,19,0,84.21052631578947,
DA Miller,KD Mills,9,12,1,75.0,9.0
DA Miller,KJ O'Brien,20,10,1,200.0,20.0
DA Miller,KM Jadhav,13,15,0,86.66666666666667,
DA Miller,KMDN Kulasekara,39,20,0,195.0,
DA Miller,KS Williamson,6,7,0,85.71428571428571,
DA Miller,KW Richardson,3,2,0,150.0,
DA Miller,Khurram Khan,5,5,0,100.0,
DA Miller,Kuldeep Yadav,51,65,2,78.46153846153847,25.5
DA Miller,LE Plunkett,9,13,0,69.23076923076923,
DA Miller,LH Ferguson,11,12,1,91.66666666666666,11.0
DA Miller,LM Jongwe,13,7,0,185.71428571428572,
DA Miller,M Labuschagne,20,13,0,153.84615384615387,
DA Miller,M Prasidh Krishna,14,10,1,140.0,14.0
DA Miller,MA Starc,60,62,1,96.7741935483871,60.0
DA Miller,MA Wood,5,8,0,62.5,
DA Miller,MC Sorensen,10,6,0,166.66666666666669,
DA Miller,MG Johnson,37,45,1,82.22222222222221,37.0
DA Miller,MG Neser,10,13,0,76.92307692307693,
DA Miller,MJ Guptill,2,2,0,100.0,
DA Miller,MJ Henry,3,16,0,18.75,
DA Miller,MJ McClenaghan,16,19,0,84.21052631578947,
DA Miller,MJ Santner,14,27,2,51.85185185185185,7.0
DA Miller,MM Ali,70,49,0,142.85714285714286,
DA Miller,MM Patel,1,1,0,100.0,
DA Miller,MM Sharma,15,14,0,107.14285714285714,
DA Miller,MN Samuels,4,7,0,57.14285714285714,
DA Miller,MP Stoinis,60,53,2,113.20754716981132,30.0
DA Miller,MR Marsh,71,66,0,107.57575757575756,
DA Miller,MVT Fernando,4,4,0,100.0,
DA Miller,Mahmudullah,20,20,1,100.0,20.0
DA Miller,Mashrafe Mortaza,8,9,1,88.88888888888889,8.0
DA Miller,Mehedi Hasan Miraz,22,18,1,122.22222222222223,22.0
DA Miller,Mohammad Amir,13,20,1,65.0,13.0
DA Miller,Mohammad Hafeez,114,135,3,84.44444444444444,38.0
DA Miller,Mohammad Hasnain,10,11,0,90.9090909090909,
DA Miller,Mohammad Irfan,8,22,0,36.36363636363637,
DA Miller,Mohammad Naveed,0,2,1,0.0,0.0
DA Miller,Mohammad Saifuddin,5,4,0,125.0,
DA Miller,Mohammad Tauqir,18,18,0,100.0,
DA Miller,Mohammed Shami,30,17,1,176.47058823529412,30.0
DA Miller,Mohammed Siraj,20,18,0,111.11111111111111,
DA Miller,Mosaddek Hossain,11,14,0,78.57142857142857,
DA Miller,Mustafizur Rahman,27,39,1,69.23076923076923,27.0
DA Miller,N Madziva,13,12,0,108.33333333333333,
DA Miller,N Pradeep,2,8,0,25.0,
DA Miller,NL McCullum,7,15,0,46.666666666666664,
DA Miller,NLTC Perera,79,56,1,141.07142857142858,79.0
DA Miller,NM Coulter-Nile,15,14,1,107.14285714285714,15.0
DA Miller,NT Ellis,39,40,1,97.5,39.0
DA Miller,Nasir Hossain,24,36,0,66.66666666666666,
DA Miller,OF Smith,7,3,0,233.33333333333334,
DA Miller,OP Stone,14,14,0,100.0,
DA Miller,P Utseya,24,28,1,85.71428571428571,24.0
DA Miller,PA van Meekeren,19,11,1,172.72727272727272,19.0
DA Miller,PADLR Sandakan,20,24,0,83.33333333333334,
DA Miller,PHKD Mendis,15,14,0,107.14285714285714,
DA Miller,PJ Cummins,85,82,2,103.65853658536585,42.5
DA Miller,PKD Chase,6,3,0,200.0,
DA Miller,PR Stirling,5,6,0,83.33333333333334,
DA Miller,R Ashwin,23,20,1,114.99999999999999,23.0
DA Miller,R Rampaul,16,14,0,114.28571428571428,
DA Miller,RA Jadeja,8,10,0,80.0,
DA Miller,RAS Lakmal,22,35,5,62.857142857142854,4.4
DA Miller,RG Sharma,14,11,0,127.27272727272727,
DA Miller,RJW Topley,26,12,0,216.66666666666666,
DA Miller,RS Bopara,7,10,0,70.0,
DA Miller,Rahat Ali,0,4,1,0.0,0.0
DA Miller,Ravi Bishnoi,20,17,0,117.64705882352942,
DA Miller,S Prasanna,12,6,0,200.0,
DA Miller,SA Abbott,16,25,1,64.0,16.0
DA Miller,SC Williams,23,28,0,82.14285714285714,
DA Miller,SCJ Broad,18,11,0,163.63636363636365,
DA Miller,SF Mire,38,11,0,345.45454545454544,
DA Miller,SJ Benn,24,25,0,96.0,
DA Miller,SK Raina,14,20,1,70.0,14.0
DA Miller,SL Malinga,57,56,0,101.78571428571428,
DA Miller,SM Boland,11,7,0,157.14285714285714,
DA Miller,SM Curran,38,34,2,111.76470588235294,19.0
DA Miller,SMA Priyanjan,11,5,0,220.00000000000003,
DA Miller,SMSM Senanayake,3,5,0,60.0,
DA Miller,SN Thakur,26,23,0,113.04347826086956,
DA Miller,SP Narine,12,8,0,150.0,
DA Miller,SPD Smith,18,19,1,94.73684210526315,18.0
DA Miller,SR Watson,23,31,0,74.19354838709677,
DA Miller,SS Cottrell,14,14,0,100.0,
DA Miller,SS Iyer,4,5,0,80.0,
DA Miller,SS Pathirana,9,8,0,112.5,
DA Miller,ST Finn,18,19,0,94.73684210526315,
DA Miller,STR Binny,6,6,0,100.0,
DA Miller,SW Masakadza,27,13,1,207.6923076923077,27.0
DA Miller,Saeed Ajmal,26,45,3,57.77777777777777,8.666666666666666
DA Miller,Shadab Khan,24,33,1,72.72727272727273,24.0
DA Miller,Shahbaz Ahmed,6,6,0,100.0,
DA Miller,Shaheen Shah Afridi,40,32,1,125.0,40.0
DA Miller,Shahid Afridi,42,46,1,91.30434782608695,42.0
DA Miller,Shaiman Anwar,2,2,0,100.0,
DA Miller,Shakib Al Hasan,40,39,0,102.56410256410255,
DA Miller,Shariz Ahmad,5,6,0,83.33333333333334,
DA Miller,Shoaib Malik,5,10,0,50.0,
DA Miller,Shoriful Islam,20,16,0,125.0,
DA Miller,Sikandar Raza,6,7,0,85.71428571428571,
DA Miller,Simi Singh,3,4,1,75.0,3.0
DA Miller,Sohaib Maqsood,5,4,0,125.0,
DA Miller,Sohail Tanvir,10,5,1,200.0,10.0
DA Miller,T Kamungozi,22,21,0,104.76190476190477,
DA Miller,T Panyangara,26,14,0,185.71428571428572,
DA Miller,T van der Gugten,0,1,1,0.0,0.0
DA Miller,TA Boult,31,28,0,110.71428571428572,
DA Miller,TG Southee,53,41,0,129.26829268292684,
DA Miller,TJ Murtagh,1,5,0,20.0,
DA Miller,TK Curran,5,6,0,83.33333333333334,
DA Miller,TL Chatara,21,16,0,131.25,
DA Miller,TM Dilshan,41,52,2,78.84615384615384,20.5
DA Miller,TM Head,18,17,0,105.88235294117648,
DA Miller,Taskin Ahmed,9,17,1,52.94117647058824,9.0
DA Miller,UT Yadav,24,22,0,109.09090909090908,
DA Miller,VJ Kingma,20,9,0,222.22222222222223,
DA Miller,Vikramjit Singh,26,15,0,173.33333333333334,
DA Miller,Wahab Riaz,49,71,2,69.01408450704226,24.5
DA Miller,Washington Sundar,12,14,1,85.71428571428571,12.0
DA Miller,XJ Doherty,9,13,1,69.23076923076923,9.0
DA Miller,YS Chahal,55,74,4,74.32432432432432,13.75
DA Miller,Z Khan,4,3,1,133.33333333333331,4.0
DA Minors,A Kumble,15,21,0,71.42857142857143,
DA Minors,AB Agarkar,6,4,1,150.0,6.0
DA Minors,AC Cummins,0,2,1,0.0,0.0
DA Minors,Abdur Razzak,8,4,1,200.0,8.0
DA Minors,Aftab Ahmed,1,1,0,100.0,
DA Minors,GR Codrington,1,6,0,16.666666666666664,
DA Minors,H Osinde,4,6,1,66.66666666666666,4.0
DA Minors,MBS Jonkman,6,9,1,66.66666666666666,6.0
DA Minors,MF Maharoof,4,3,1,133.33333333333331,4.0
DA Minors,MM Patel,0,6,0,0.0,
DA Minors,Mohammad Rafique,7,11,0,63.63636363636363,
DA Minors,RN ten Doeschate,8,18,1,44.44444444444444,8.0
DA Minors,S Dhaniram,11,18,1,61.111111111111114,11.0
DA Minors,S Thuraisingam,8,14,0,57.14285714285714,
DA Minors,Shakib Al Hasan,7,9,0,77.77777777777779,
DA Minors,TBM de Leede,1,8,0,12.5,
DA Minors,U Bhatti,17,31,0,54.83870967741935,
DA Minors,V Sehwag,0,5,0,0.0,
DA Warner,A Nortje,55,38,1,144.73684210526315,55.0
DA Warner,AD Mathews,30,46,3,65.21739130434783,10.0
DA Warner,AD Russell,15,7,0,214.28571428571428,
DA Warner,ADS Fletcher,4,4,0,100.0,
DA Warner,AF Milne,28,23,0,121.73913043478262,
DA Warner,AK Markram,34,33,0,103.03030303030303,
DA Warner,AL Phehlukwayo,69,60,2,114.99999999999999,34.5
DA Warner,AM Phangiso,14,12,0,116.66666666666667,
DA Warner,AR McBrine,14,15,0,93.33333333333333,
DA Warner,AR Patel,46,49,1,93.87755102040816,46.0
DA Warner,AU Rashid,26,26,1,100.0,26.0
DA Warner,Abdur Rehman,16,30,1,53.333333333333336,16.0
DA Warner,Anwar Ali,33,29,0,113.79310344827587,
DA Warner,B Evans,57,42,0,135.71428571428572,
DA Warner,B Kumar,74,109,1,67.88990825688074,74.0
DA Warner,BA Stokes,36,33,1,109.09090909090908,36.0
DA Warner,BB Sran,4,7,1,57.14285714285714,4.0
DA Warner,BJ McCarthy,11,8,0,137.5,
DA Warner,C Karunaratne,18,18,0,100.0,
DA Warner,C Munro,15,5,0,300.0,
DA Warner,C de Grandhomme,73,72,1,101.38888888888889,73.0
DA Warner,CA Young,18,16,0,112.5,
DA Warner,CH Morris,33,27,0,122.22222222222223,
DA Warner,CJ Anderson,5,4,0,125.0,
DA Warner,CJ Jordan,60,74,1,81.08108108108108,60.0
DA Warner,CR Brathwaite,7,8,0,87.5,
DA Warner,CR Woakes,112,160,4,70.0,28.0
DA Warner,D Pretorius,38,30,1,126.66666666666666,38.0
DA Warner,DJ Bravo,44,49,1,89.79591836734694,44.0
DA Warner,DJ Willey,55,52,1,105.76923076923077,55.0
DA Warner,DJG Sammy,37,42,1,88.09523809523809,37.0
DA Warner,DL Vettori,8,19,0,42.10526315789473,
DA Warner,DM de Silva,37,60,4,61.66666666666667,9.25
DA Warner,DN Wellalage,9,11,1,81.81818181818183,9.0
DA Warner,DW Steyn,183,173,3,105.78034682080926,61.0
DA Warner,Dawlat Zadran,73,53,0,137.73584905660377,
DA Warner,Ehsan Adil,8,12,0,66.66666666666666,
DA Warner,F Behardien,3,6,0,50.0,
DA Warner,G Coetzee,10,4,0,250.0,
DA Warner,GD Elliott,8,7,0,114.28571428571428,
DA Warner,GP Swann,5,12,0,41.66666666666667,
DA Warner,Gulbadin Naib,16,23,0,69.56521739130434,
DA Warner,Gurkeerat Singh,27,19,1,142.10526315789474,27.0
DA Warner,HH Pandya,59,65,2,90.76923076923077,29.5
DA Warner,HMRKB Herath,42,67,0,62.68656716417911,
DA Warner,Hamid Hassan,48,43,0,111.62790697674419,
DA Warner,Hasan Ali,106,71,1,149.29577464788733,106.0
DA Warner,I Sharma,32,29,2,110.34482758620689,16.0
DA Warner,I Udana,5,11,0,45.45454545454545,
DA Warner,I Wardlaw,11,3,0,366.66666666666663,
DA Warner,IK Pathan,32,23,1,139.1304347826087,32.0
DA Warner,IS Sodhi,8,10,0,80.0,
DA Warner,Imad Wasim,21,18,0,116.66666666666667,
DA Warner,Imran Tahir,118,113,2,104.42477876106196,59.0
DA Warner,J Botha,21,22,0,95.45454545454545,
DA Warner,JA Morkel,6,10,0,60.0,
DA Warner,JC Archer,28,37,2,75.67567567567568,14.0
DA Warner,JC Tredwell,13,15,1,86.66666666666667,13.0
DA Warner,JDF Vandersay,16,15,0,106.66666666666667,
DA Warner,JDS Neesham,25,19,0,131.57894736842107,
DA Warner,JE Root,3,7,2,42.857142857142854,1.5
DA Warner,JE Taylor,9,7,0,128.57142857142858,
DA Warner,JF Mooney,12,14,0,85.71428571428571,
DA Warner,JH Davey,10,4,0,250.0,
DA Warner,JH Kallis,30,31,0,96.7741935483871,
DA Warner,JJ Bumrah,107,121,0,88.42975206611571,
DA Warner,JM Anderson,39,66,2,59.09090909090909,19.5
DA Warner,JO Holder,5,4,0,125.0,
DA Warner,JP Duminy,55,75,1,73.33333333333333,55.0
DA Warner,JT Ball,11,15,0,73.33333333333333,
DA Warner,JW Dernbach,5,10,0,50.0,
DA Warner,Javed Ahmadi,10,13,0,76.92307692307693,
DA Warner,Junaid Khan,110,106,3,103.77358490566037,36.666666666666664
DA Warner,K Rabada,185,150,0,123.33333333333334,
DA Warner,KA Maharaj,18,23,0,78.26086956521739,
DA Warner,KAJ Roach,34,56,1,60.71428571428571,34.0
DA Warner,KD Mills,5,20,2,25.0,2.5
DA Warner,KIC Asalanka,1,4,0,25.0,
DA Warner,KJ Abbott,50,61,2,81.9672131147541,25.0
DA Warner,KM Jadhav,17,30,1,56.666666666666664,17.0
DA Warner,KMDN Kulasekara,109,136,0,80.14705882352942,
DA Warner,KS Williamson,10,9,0,111.11111111111111,
DA Warner,KTGD Prasad,30,19,1,157.89473684210526,30.0
DA Warner,Kuldeep Yadav,58,71,2,81.69014084507043,29.0
DA Warner,L Ngidi,20,25,3,80.0,6.666666666666667
DA Warner,L Sipamla,2,4,0,50.0,
DA Warner,L Wood,15,15,0,100.0,
DA Warner,LA Dawson,47,47,0,100.0,
DA Warner,LE Plunkett,5,8,0,62.5,
DA Warner,LH Ferguson,46,43,3,106.9767441860465,15.333333333333334
DA Warner,LL Tsotsobe,21,38,0,55.26315789473685,
DA Warner,M Jansen,30,31,2,96.7741935483871,15.0
DA Warner,M Morkel,66,77,3,85.71428571428571,22.0
DA Warner,M Ntini,20,29,1,68.96551724137932,20.0
DA Warner,M Prasidh Krishna,15,12,0,125.0,
DA Warner,M Theekshana,41,58,1,70.6896551724138,41.0
DA Warner,MA Aponso,35,21,0,166.66666666666669,
DA Warner,MA Wood,59,47,2,125.53191489361701,29.5
DA Warner,MD Shanaka,15,13,0,115.38461538461537,
DA Warner,MDK Perera,39,42,0,92.85714285714286,
DA Warner,MF Maharoof,76,70,3,108.57142857142857,25.333333333333332
DA Warner,MJ Henry,90,89,4,101.12359550561798,22.5
DA Warner,MJ Santner,86,89,1,96.62921348314607,86.0
DA Warner,MM Ali,45,61,3,73.77049180327869,15.0
DA Warner,MN Samuels,1,3,1,33.33333333333333,1.0
DA Warner,Mashrafe Mortaza,38,36,0,105.55555555555556,
DA Warner,Mehedi Hasan Miraz,27,35,0,77.14285714285715,
DA Warner,Mohammad Amir,81,99,1,81.81818181818183,81.0
DA Warner,Mohammad Hafeez,88,111,1,79.27927927927928,88.0
DA Warner,Mohammad Irfan,25,35,0,71.42857142857143,
DA Warner,Mohammad Nabi,29,43,0,67.44186046511628,
DA Warner,Mohammed Shami,103,119,3,86.5546218487395,34.333333333333336
DA Warner,Mujeeb Ur Rahman,12,10,0,120.0,
DA Warner,Mustafizur Rahman,38,36,0,105.55555555555556,
DA Warner,N Pradeep,9,9,0,100.0,
DA Warner,NA Saini,31,26,0,119.23076923076923,
DA Warner,NLTC Perera,25,36,3,69.44444444444444,8.333333333333334
DA Warner,O Thomas,2,4,0,50.0,
DA Warner,OP Stone,37,33,1,112.12121212121211,37.0
DA Warner,P Kumar,15,25,0,60.0,
DA Warner,PKD Chase,32,15,0,213.33333333333334,
DA Warner,PVD Chameera,16,28,1,57.14285714285714,16.0
DA Warner,PWH de Silva,18,11,0,163.63636363636365,
DA Warner,R Ashwin,45,51,1,88.23529411764706,45.0
DA Warner,R Dhawan,42,43,0,97.67441860465115,
DA Warner,R McLaren,7,8,0,87.5,
DA Warner,R Ngarava,24,40,1,60.0,24.0
DA Warner,R Vinay Kumar,23,41,2,56.09756097560976,11.5
DA Warner,RA Jadeja,117,125,2,93.60000000000001,58.5
DA Warner,RAS Lakmal,21,21,0,100.0,
DA Warner,RP Burl,10,14,1,71.42857142857143,10.0
DA Warner,RS Bopara,20,22,0,90.9090909090909,
DA Warner,Rahat Ali,5,2,0,250.0,
DA Warner,Rashid Khan,30,26,0,115.38461538461537,
DA Warner,Raza Hasan,10,13,1,76.92307692307693,10.0
DA Warner,Rubel Hossain,50,53,0,94.33962264150944,
DA Warner,SC Williams,20,21,0,95.23809523809523,
DA Warner,SCJ Broad,86,72,2,119.44444444444444,43.0
DA Warner,SJ Benn,5,14,0,35.714285714285715,
DA Warner,SK Raina,2,4,0,50.0,
DA Warner,SL Malinga,102,125,4,81.6,25.5
DA Warner,SM Curran,19,25,0,76.0,
DA Warner,SMSM Senanayake,6,6,0,100.0,
DA Warner,SN Thakur,76,48,0,158.33333333333331,
DA Warner,SP Narine,54,55,1,98.18181818181819,54.0
DA Warner,SR Thompson,12,8,0,150.0,
DA Warner,SS Cottrell,1,6,1,16.666666666666664,1.0
DA Warner,SS Pathirana,16,29,1,55.172413793103445,16.0
DA Warner,SSB Magala,35,17,0,205.88235294117646,
DA Warner,ST Finn,78,79,3,98.73417721518987,26.0
DA Warner,Saeed Ajmal,4,14,1,28.57142857142857,4.0
DA Warner,Samiullah Shenwari,21,19,0,110.5263157894737,
DA Warner,Shaheen Shah Afridi,33,24,1,137.5,33.0
DA Warner,Shahid Afridi,5,16,2,31.25,2.5
DA Warner,Shakib Al Hasan,31,20,0,155.0,
DA Warner,Shapoor Zadran,52,40,2,130.0,26.0
DA Warner,Shoaib Malik,40,36,0,111.11111111111111,
DA Warner,Sikandar Raza,24,18,1,133.33333333333331,24.0
DA Warner,Sohail Khan,8,7,0,114.28571428571428,
DA Warner,Sohail Tanvir,11,33,0,33.33333333333333,
DA Warner,Soumya Sarkar,22,15,1,146.66666666666666,22.0
DA Warner,T Shamsi,46,49,1,93.87755102040816,46.0
DA Warner,TA Boult,142,170,3,83.52941176470588,47.333333333333336
DA Warner,TG Southee,90,89,1,101.12359550561798,90.0
DA Warner,TJ Murtagh,33,37,2,89.1891891891892,16.5
DA Warner,TK Curran,9,4,1,225.0,9.0
DA Warner,TM Dilshan,63,92,1,68.47826086956522,63.0
DA Warner,TT Bresnan,41,34,0,120.58823529411764,
DA Warner,UT Yadav,82,59,2,138.98305084745763,41.0
DA Warner,VD Philander,21,20,2,105.0,10.5
DA Warner,VM Nyauchi,26,37,0,70.27027027027027,
DA Warner,W Madhevere,3,2,0,150.0,
DA Warner,WB Rankin,30,23,0,130.43478260869566,
DA Warner,WD Parnell,23,36,4,63.888888888888886,5.75
DA Warner,Wahab Riaz,38,50,1,76.0,38.0
DA Warner,YS Chahal,85,77,1,110.3896103896104,85.0
DA Warner,Z Khan,26,24,0,108.33333333333333,
DA Warner,Zulfiqar Babar,34,34,0,100.0,
DAJ Bracewell,A Dutt,24,14,1,171.42857142857142,24.0
DAJ Bracewell,A Mishra,4,14,1,28.57142857142857,4.0
DAJ Bracewell,AR Patel,7,16,0,43.75,
DAJ Bracewell,B Kumar,13,16,1,81.25,13.0
DAJ Bracewell,BD Glover,1,2,0,50.0,
DAJ Bracewell,BV Vitori,0,1,1,0.0,0.0
DAJ Bracewell,C Floyd,1,1,0,100.0,
DAJ Bracewell,D Wiese,6,4,0,150.0,
DAJ Bracewell,DJ Bravo,2,3,0,66.66666666666666,
DAJ Bracewell,DW Steyn,3,4,0,75.0,
DAJ Bracewell,FJ Klaassen,7,10,0,70.0,
DAJ Bracewell,H Masakadza,2,4,0,50.0,
DAJ Bracewell,HH Pandya,4,4,0,100.0,
DAJ Bracewell,Imran Tahir,3,10,1,30.0,3.0
DAJ Bracewell,JDF Vandersay,5,6,0,83.33333333333334,
DAJ Bracewell,JJ Bumrah,1,5,0,20.0,
DAJ Bracewell,JW Hastings,0,2,1,0.0,0.0
DAJ Bracewell,K Rabada,1,1,0,100.0,
DAJ Bracewell,KM Jadhav,2,4,0,50.0,
DAJ Bracewell,KM Jarvis,5,8,0,62.5,
DAJ Bracewell,KMDN Kulasekara,6,8,0,75.0,
DAJ Bracewell,Kuldeep Yadav,24,28,1,85.71428571428571,24.0
DAJ Bracewell,LV van Beek,9,7,0,128.57142857142858,
DAJ Bracewell,MJG Rippon,7,11,1,63.63636363636363,7.0
DAJ Bracewell,MR Marsh,1,1,0,100.0,
DAJ Bracewell,Mohammed Shami,9,11,0,81.81818181818183,
DAJ Bracewell,N Pradeep,4,9,1,44.44444444444444,4.0
DAJ Bracewell,PM Seelaar,14,15,0,93.33333333333333,
DAJ Bracewell,PVD Chameera,6,6,0,100.0,
DAJ Bracewell,RJ Peterson,0,4,1,0.0,0.0
DAJ Bracewell,SM Boland,1,2,0,50.0,
DAJ Bracewell,SP Narine,2,5,1,40.0,2.0
DAJ Bracewell,SS Cottrell,5,2,0,250.0,
DAJ Bracewell,SW Masakadza,2,5,0,40.0,
DAJ Bracewell,TAM Siriwardana,9,6,0,150.0,
DAJ Bracewell,TL Best,1,1,0,100.0,
DAJ Bracewell,UT Yadav,1,9,0,11.11111111111111,
DAJ Bracewell,YS Chahal,29,20,0,145.0,
DAS Gunaratne,AG Cremer,10,35,1,28.57142857142857,10.0
DAS Gunaratne,AL Phehlukwayo,40,36,0,111.11111111111111,
DAS Gunaratne,AR Nurse,10,9,1,111.11111111111111,10.0
DAS Gunaratne,B Kumar,12,12,1,100.0,12.0
DAS Gunaratne,B Muzarabani,1,4,0,25.0,
DAS Gunaratne,BV Vitori,7,6,0,116.66666666666667,
DAS Gunaratne,CB Mpofu,10,6,1,166.66666666666669,10.0
DAS Gunaratne,CH Morris,7,20,0,35.0,
DAS Gunaratne,CR Brathwaite,4,5,0,80.0,
DAS Gunaratne,D Pretorius,4,3,0,133.33333333333331,
DAS Gunaratne,DT Tiripano,2,4,0,50.0,
DAS Gunaratne,F Behardien,17,5,0,340.0,
DAS Gunaratne,HH Pandya,4,13,0,30.76923076923077,
DAS Gunaratne,Hasan Ali,12,16,1,75.0,12.0
DAS Gunaratne,IS Sodhi,3,7,1,42.857142857142854,3.0
DAS Gunaratne,Imad Wasim,2,6,0,33.33333333333333,
DAS Gunaratne,Imran Tahir,39,60,1,65.0,39.0
DAS Gunaratne,JDS Neesham,8,16,0,50.0,
DAS Gunaratne,JJ Bumrah,19,20,0,95.0,
DAS Gunaratne,JO Holder,2,7,1,28.57142857142857,2.0
DAS Gunaratne,JP Duminy,15,16,0,93.75,
DAS Gunaratne,Junaid Khan,3,9,0,33.33333333333333,
DAS Gunaratne,K Rabada,33,39,2,84.61538461538461,16.5
DAS Gunaratne,KM Jarvis,6,10,1,60.0,6.0
DAS Gunaratne,Kuldeep Yadav,6,15,0,40.0,
DAS Gunaratne,LH Ferguson,1,1,0,100.0,
DAS Gunaratne,MJ Henry,4,6,0,66.66666666666666,
DAS Gunaratne,MN Waller,12,20,0,60.0,
DAS Gunaratne,Mashrafe Mortaza,12,7,1,171.42857142857142,12.0
DAS Gunaratne,Mehedi Hasan Miraz,16,22,0,72.72727272727273,
DAS Gunaratne,Mohammad Amir,10,17,0,58.82352941176471,
DAS Gunaratne,Mohammad Saifuddin,8,6,0,133.33333333333331,
DAS Gunaratne,Mosaddek Hossain,7,9,0,77.77777777777779,
DAS Gunaratne,Mustafizur Rahman,30,34,0,88.23529411764706,
DAS Gunaratne,Rubel Hossain,3,6,1,50.0,3.0
DAS Gunaratne,SC Williams,25,38,0,65.78947368421053,
DAS Gunaratne,SF Mire,7,5,0,140.0,
DAS Gunaratne,SJ Benn,7,7,0,100.0,
DAS Gunaratne,ST Gabriel,1,4,0,25.0,
DAS Gunaratne,Shakib Al Hasan,21,38,2,55.26315789473685,10.5
DAS Gunaratne,Sikandar Raza,9,15,0,60.0,
DAS Gunaratne,T Shamsi,5,9,0,55.55555555555556,
DAS Gunaratne,TA Boult,1,2,0,50.0,
DAS Gunaratne,TL Chatara,26,21,1,123.80952380952381,26.0
DAS Gunaratne,TS Chisoro,2,5,0,40.0,
DAS Gunaratne,Taskin Ahmed,22,24,1,91.66666666666666,22.0
DAS Gunaratne,UT Yadav,10,7,0,142.85714285714286,
DAS Gunaratne,WD Parnell,26,24,0,108.33333333333333,
DAS Gunaratne,Washington Sundar,21,14,0,150.0,
DAS Gunaratne,YS Chahal,13,23,1,56.52173913043478,13.0
DB Kotze,A Flintoff,1,4,1,25.0,1.0
DB Kotze,Adeel Raja,1,5,1,20.0,1.0
DB Kotze,B Lee,9,8,0,112.5,
DB Kotze,C White,4,5,0,80.0,
DB Kotze,D Mongia,12,34,1,35.294117647058826,12.0
DB Kotze,GD McGrath,1,6,1,16.666666666666664,1.0
DB Kotze,GJ Whittall,5,2,0,250.0,
DB Kotze,GW Flower,0,1,0,0.0,
DB Kotze,HJC Mol,12,14,0,85.71428571428571,
