striker,bowler,runs_scored,balls_faced,dismissals,strike_rate,average
N Boje,AR Adams,4,6,0,66.66666666666666,
N Boje,CH Gayle,8,10,0,80.0,
N Boje,CL Cairns,4,6,0,66.66666666666666,
N Boje,CL Hooper,7,7,0,100.0,
N Boje,D Gough,5,9,1,55.55555555555556,5.0
N Boje,DL Vettori,19,20,0,95.0,
N Boje,JDP Oram,29,21,0,138.0952380952381,
N Boje,Kabir Ali,8,9,1,88.88888888888889,8.0
N Boje,M Dillon,3,3,0,100.0,
N Boje,M Muralitharan,0,6,0,0.0,
N Boje,ME Trescothick,10,7,0,142.85714285714286,
N Boje,MJ Hoggard,25,18,0,138.88888888888889,
N Boje,MJ Mason,1,2,0,50.0,
N Boje,PD Collingwood,9,6,0,150.0,
N Boje,PT Collins,2,3,0,66.66666666666666,
N Boje,SB Styris,18,22,2,81.81818181818183,9.0
N Boje,SE Bond,4,7,0,57.14285714285714,
N Boje,SL Malinga,2,1,0,200.0,
N Boje,ST Jayasuriya,2,5,0,40.0,
N Boje,Shahid Afridi,1,3,1,33.33333333333333,1.0
N Boje,T Panyangara,4,1,0,400.0,
N Boje,TM Dilshan,20,10,0,200.0,
N Boje,UDU Chandana,16,10,0,160.0,
N Boje,VC Drakes,5,2,0,250.0,
N Davin,Ali Khan,0,5,1,0.0,0.0
N Davin,CW Perchard,2,3,1,66.66666666666666,2.0
N Davin,D Heyliger,13,7,0,185.71428571428572,
N Davin,EJB Miles,8,6,0,133.33333333333331,
N Davin,JOA Gordon,14,14,0,100.0,
N Davin,Kaleem Sana,11,14,0,78.57142857142857,
N Davin,SM Sharma,1,5,1,20.0,1.0
N Davin,SN Netravalkar,1,2,0,50.0,
N Davin,Saad Bin Zafar,2,6,1,33.33333333333333,2.0
N Deonarine,A Nehra,9,27,0,33.33333333333333,
N Deonarine,AC Voges,11,15,1,73.33333333333333,11.0
N Deonarine,AF Milne,16,6,0,266.66666666666663,
N Deonarine,AG Cremer,39,68,1,57.35294117647059,39.0
N Deonarine,AM Phangiso,13,10,0,130.0,
N Deonarine,BCJ Cutting,4,7,2,57.14285714285714,2.0
N Deonarine,BRM Taylor,11,6,0,183.33333333333331,
N Deonarine,CB Mpofu,11,13,0,84.61538461538461,
N Deonarine,CJ Anderson,4,11,0,36.36363636363637,
N Deonarine,CJ McKay,12,19,0,63.1578947368421,
N Deonarine,CK Langeveldt,14,13,0,107.6923076923077,
N Deonarine,CRD Fernando,2,7,1,28.57142857142857,2.0
N Deonarine,CT Mutombodzi,10,16,0,62.5,
N Deonarine,DE Bollinger,7,20,0,35.0,
N Deonarine,DNT Zoysa,0,1,0,0.0,
N Deonarine,DW Steyn,0,3,1,0.0,0.0
N Deonarine,E Chigumbura,6,11,0,54.54545454545454,
N Deonarine,F Behardien,1,4,0,25.0,
N Deonarine,GA Lamb,16,27,1,59.25925925925925,16.0
N Deonarine,GB Brent,2,4,0,50.0,
N Deonarine,GJ Maxwell,8,11,0,72.72727272727273,
N Deonarine,H Masakadza,4,7,1,57.14285714285714,4.0
N Deonarine,Harbhajan Singh,11,27,0,40.74074074074074,
N Deonarine,IK Pathan,0,6,0,0.0,
N Deonarine,J Botha,17,25,1,68.0,17.0
N Deonarine,JD Ryder,1,1,0,100.0,
N Deonarine,JDS Neesham,8,15,1,53.333333333333336,8.0
N Deonarine,JH Kallis,24,20,0,120.0,
N Deonarine,JR Hopes,10,8,0,125.0,
N Deonarine,KD Mills,2,4,1,50.0,2.0
N Deonarine,KJ Abbott,9,14,0,64.28571428571429,
N Deonarine,KM Dabengwa,2,2,0,100.0,
N Deonarine,KS Williamson,2,5,0,40.0,
N Deonarine,LHD Dilhara,1,4,0,25.0,
N Deonarine,LL Tsotsobe,8,20,1,40.0,8.0
N Deonarine,M Morkel,18,32,0,56.25,
N Deonarine,M Muralitharan,15,18,0,83.33333333333334,
N Deonarine,M de Lange,16,12,0,133.33333333333331,
N Deonarine,MF Maharoof,2,14,0,14.285714285714285,
N Deonarine,MG Johnson,26,40,2,65.0,13.0
N Deonarine,MJ Guptill,3,7,0,42.857142857142854,
N Deonarine,MJ McClenaghan,0,5,0,0.0,
N Deonarine,MN Waller,6,5,0,120.0,
N Deonarine,N M'shangwe,1,4,0,25.0,
N Deonarine,NL McCullum,2,11,1,18.181818181818183,2.0
N Deonarine,NM Hauritz,17,23,1,73.91304347826086,17.0
N Deonarine,P Utseya,27,40,1,67.5,27.0
N Deonarine,R Ashwin,2,6,0,33.33333333333333,
N Deonarine,R McLaren,11,27,0,40.74074074074074,
N Deonarine,RE van der Merwe,4,4,0,100.0,
N Deonarine,RJ Harris,11,27,1,40.74074074074074,11.0
N Deonarine,RW Price,22,26,0,84.61538461538461,
N Deonarine,S Matsikenyeri,4,7,0,57.14285714285714,
N Deonarine,SK Raina,9,17,1,52.94117647058824,9.0
N Deonarine,SR Watson,7,4,0,175.0,
N Deonarine,T Maruma,6,10,1,60.0,6.0
N Deonarine,TM Dilshan,5,11,0,45.45454545454545,
N Deonarine,UDU Chandana,19,25,1,76.0,19.0
N Deonarine,V Sehwag,10,14,1,71.42857142857143,10.0
N Deonarine,VD Philander,0,7,0,0.0,
N Deonarine,WD Parnell,4,11,0,36.36363636363637,
N Deonarine,Z Khan,4,9,0,44.44444444444444,
N Dickwella,AG Cremer,71,76,1,93.42105263157895,71.0
N Dickwella,AL Phehlukwayo,28,38,2,73.68421052631578,14.0
N Dickwella,AR Nurse,17,22,0,77.27272727272727,
N Dickwella,AR Patel,3,6,0,50.0,
N Dickwella,AU Rashid,28,38,0,73.68421052631578,
N Dickwella,B Kumar,54,63,2,85.71428571428571,27.0
N Dickwella,B Muzarabani,5,6,1,83.33333333333334,5.0
N Dickwella,BA Stokes,1,6,0,16.666666666666664,
N Dickwella,BV Vitori,6,7,1,85.71428571428571,6.0
N Dickwella,C Munro,6,4,0,150.0,
N Dickwella,CB Mpofu,21,21,0,100.0,
N Dickwella,CH Morris,30,30,0,100.0,
N Dickwella,CJ Chibhabha,5,3,0,166.66666666666669,
N Dickwella,CJ Dala,29,30,0,96.66666666666667,
N Dickwella,CR Brathwaite,30,30,1,100.0,30.0
N Dickwella,CR Woakes,36,32,0,112.5,
N Dickwella,CT Mumba,19,31,0,61.29032258064516,
N Dickwella,D Pretorius,31,25,2,124.0,15.5
N Dickwella,DS Kulkarni,2,5,1,40.0,2.0
N Dickwella,DT Tiripano,26,26,0,100.0,
N Dickwella,Faheem Ashraf,21,23,0,91.30434782608695,
N Dickwella,GJ Maxwell,6,9,2,66.66666666666666,3.0
N Dickwella,HH Pandya,25,32,0,78.125,
N Dickwella,Hasan Ali,11,12,1,91.66666666666666,11.0
N Dickwella,IS Sodhi,14,14,0,100.0,
N Dickwella,Imad Wasim,18,15,0,120.0,
N Dickwella,Imran Tahir,9,17,0,52.94117647058824,
N Dickwella,JA Richardson,10,9,0,111.11111111111111,
N Dickwella,JDS Neesham,22,16,2,137.5,11.0
N Dickwella,JJ Bumrah,42,41,2,102.4390243902439,21.0
N Dickwella,JL Carter,1,4,0,25.0,
N Dickwella,JO Holder,21,25,1,84.0,21.0
N Dickwella,JP Duminy,26,31,1,83.87096774193549,26.0
N Dickwella,JR Hazlewood,10,12,0,83.33333333333334,
N Dickwella,Junaid Khan,38,45,2,84.44444444444444,19.0
N Dickwella,K Rabada,134,139,3,96.40287769784173,44.666666666666664
N Dickwella,KA Maharaj,1,5,0,20.0,
N Dickwella,KC Brathwaite,19,29,0,65.51724137931035,
N Dickwella,KM Jadhav,14,12,1,116.66666666666667,14.0
N Dickwella,KS Williamson,5,2,0,250.0,
N Dickwella,Kuldeep Yadav,8,4,1,200.0,8.0
N Dickwella,L Ngidi,33,34,2,97.05882352941177,16.5
N Dickwella,LE Plunkett,22,14,0,157.14285714285714,
N Dickwella,LH Ferguson,20,9,0,222.22222222222223,
N Dickwella,M Morkel,0,1,1,0.0,0.0
N Dickwella,MA Wood,19,19,0,100.0,
N Dickwella,MJ Henry,26,15,0,173.33333333333334,
N Dickwella,MM Ali,36,44,2,81.81818181818183,18.0
N Dickwella,MN Waller,28,46,2,60.86956521739131,14.0
N Dickwella,Mahmudullah,12,14,0,85.71428571428571,
N Dickwella,Mashrafe Mortaza,15,13,0,115.38461538461537,
N Dickwella,Mehedi Hasan Miraz,11,21,0,52.38095238095239,
N Dickwella,Mohammad Amir,14,18,1,77.77777777777779,14.0
N Dickwella,Mohammad Hafeez,12,18,0,66.66666666666666,
N Dickwella,Mohammad Saifuddin,6,6,1,100.0,6.0
N Dickwella,Mustafizur Rahman,10,23,1,43.47826086956522,10.0
N Dickwella,OP Stone,24,19,1,126.3157894736842,24.0
N Dickwella,PWA Mulder,20,27,0,74.07407407407408,
N Dickwella,Rubel Hossain,4,4,0,100.0,
N Dickwella,Rumman Raees,15,18,1,83.33333333333334,15.0
N Dickwella,SC Williams,19,23,0,82.6086956521739,
N Dickwella,SF Mire,7,8,0,87.5,
N Dickwella,SJ Benn,20,23,0,86.95652173913044,
N Dickwella,SM Curran,6,7,0,85.71428571428571,
N Dickwella,SN Thakur,5,6,1,83.33333333333334,5.0
N Dickwella,ST Gabriel,14,20,1,70.0,14.0
N Dickwella,STR Binny,2,5,0,40.0,
N Dickwella,Shakib Al Hasan,7,5,0,140.0,
N Dickwella,Shoriful Islam,0,2,0,0.0,
N Dickwella,Sikandar Raza,71,89,0,79.7752808988764,
N Dickwella,T Panyangara,0,2,1,0.0,0.0
N Dickwella,T Shamsi,21,14,0,150.0,
N Dickwella,TA Boult,19,19,0,100.0,
N Dickwella,TG Southee,19,20,1,95.0,19.0
N Dickwella,TK Curran,20,22,1,90.9090909090909,20.0
N Dickwella,TL Chatara,52,49,2,106.12244897959184,26.0
N Dickwella,UT Yadav,3,7,0,42.857142857142854,
N Dickwella,Usman Shinwari,6,6,1,100.0,6.0
N Dickwella,WD Parnell,50,40,3,125.0,16.666666666666668
N Dickwella,Washington Sundar,11,9,0,122.22222222222223,
N Dickwella,YS Chahal,22,24,1,91.66666666666666,22.0
N Dutta,B Shikongo,0,4,1,0.0,0.0
N Dutta,HN Ya France,0,6,0,0.0,
N Dutta,Jasdeep Singh,0,4,1,0.0,0.0
N Dutta,Junaid Siddique (2),2,4,0,50.0,
N Dutta,MG Erasmus,2,14,0,14.285714285714285,
N Dutta,NK Patel,0,2,0,0.0,
N Dutta,R Hekure,3,3,0,100.0,
N Dutta,R Trumpelmann,2,2,0,100.0,
N Dutta,S Fouché,2,6,0,33.33333333333333,
N Dutta,SI Kamea,9,7,0,128.57142857142858,
N Dutta,Zahoor Khan,5,8,1,62.5,5.0
N Fernandes,BAW Mendis,2,9,1,22.22222222222222,2.0
N Fernandes,CRD Fernando,3,4,0,75.0,
N Hussain,A Nehra,2,7,1,28.57142857142857,2.0
N Hussain,AJ Bichel,13,20,1,65.0,13.0
N Hussain,B Lee,22,19,0,115.78947368421053,
N Hussain,BA Williams,7,16,1,43.75,7.0
N Hussain,CRD Fernando,13,20,1,65.0,13.0
N Hussain,DR Martyn,17,15,0,113.33333333333333,
N Hussain,GB Hogg,9,27,1,33.33333333333333,9.0
N Hussain,J Srinath,10,13,0,76.92307692307693,
N Hussain,M Muralitharan,2,3,0,66.66666666666666,
N Hussain,MKGCP Lakshitha,5,7,0,71.42857142857143,
N Hussain,NW Bracken,0,1,1,0.0,0.0
N Hussain,PA de Silva,5,8,0,62.5,
N Hussain,SC Ganguly,1,1,0,100.0,
N Hussain,SK Warne,0,3,0,0.0,
N Hussain,SR Watson,5,7,1,71.42857142857143,5.0
N Hussain,ST Jayasuriya,6,13,1,46.15384615384615,6.0
N Hussain,Saqlain Mushtaq,4,3,0,133.33333333333331,
N Hussain,Waqar Younis,4,5,1,80.0,4.0
N Hussain,Wasim Akram,0,1,0,0.0,
N Hussain,Z Khan,2,9,0,22.22222222222222,
N Ifill,AR Adams,2,2,0,100.0,
N Ifill,CL Hooper,2,16,0,12.5,
N Ifill,JDP Oram,4,5,1,80.0,4.0
N Ifill,SE Bond,1,8,0,12.5,
N Ifill,VC Drakes,0,4,1,0.0,0.0
N Ifill,WW Hinds,7,9,0,77.77777777777779,
N Kruger,G Goudie,2,7,1,28.57142857142857,2.0
N Kruger,GD Drummond,0,5,0,0.0,
N Kruger,JH Davey,2,6,0,33.33333333333333,
N Kruger,SM Sharif,1,2,0,50.0,
N M'shangwe,A Mishra,9,7,1,128.57142857142858,9.0
N M'shangwe,AD Russell,0,2,0,0.0,
N M'shangwe,Aftab Alam,0,2,1,0.0,0.0
N M'shangwe,DJ Bravo,1,6,2,16.666666666666664,0.5
N M'shangwe,JDP Oram,0,4,0,0.0,
N M'shangwe,KAJ Roach,0,2,0,0.0,
N M'shangwe,LJ Woodcock,7,6,1,116.66666666666667,7.0
N M'shangwe,N Deonarine,7,4,0,175.0,
N M'shangwe,RA Jadeja,7,7,0,100.0,
N M'shangwe,TL Best,7,6,0,116.66666666666667,
N Madziva,AM Phangiso,15,19,1,78.94736842105263,15.0
N Madziva,AR Patel,3,13,1,23.076923076923077,3.0
N Madziva,Abul Hasan,1,1,0,100.0,
N Madziva,Amir Hamza,1,7,2,14.285714285714285,0.5
N Madziva,Arafat Sunny,0,8,1,0.0,0.0
N Madziva,BM Wheeler,0,1,0,0.0,
N Madziva,DW Steyn,1,5,0,20.0,
N Madziva,Dawlat Zadran,6,6,0,100.0,
N Madziva,Imran Tahir,7,14,2,50.0,3.5
N Madziva,JJ Bumrah,4,12,0,33.33333333333333,
N Madziva,KJ Abbott,2,8,0,25.0,
N Madziva,MJ McClenaghan,2,2,1,100.0,2.0
N Madziva,MM Sharma,1,5,0,20.0,
N Madziva,Mahmudullah,1,3,0,33.33333333333333,
N Madziva,Mashrafe Mortaza,6,5,0,120.0,
N Madziva,Mirwais Ashraf,0,1,0,0.0,
N Madziva,R McLaren,1,3,0,33.33333333333333,
N Madziva,Rashid Khan,1,2,0,50.0,
N Madziva,Rubel Hossain,6,11,0,54.54545454545454,
N Madziva,Shakib Al Hasan,0,1,1,0.0,0.0
N Madziva,WD Parnell,4,7,0,57.14285714285714,
N Madziva,YS Chahal,5,5,0,100.0,
N Pokana,AA Paradkar,1,2,0,50.0,
N Pokana,Aqib Ilyas,1,3,0,33.33333333333333,
N Pokana,Ayan Khan,0,7,1,0.0,0.0
N Pokana,BM Scholtz,0,6,0,0.0,
N Pokana,Bilal Khan,1,8,0,12.5,
N Pokana,Fayyaz Butt,6,8,0,75.0,
N Pokana,GT Main,3,9,0,33.33333333333333,
N Pokana,JJ Smit,2,2,0,100.0,
N Pokana,JN Frylinck,9,8,0,112.5,
N Pokana,JN Loftie-Eaton,3,3,0,100.0,
N Pokana,K Gore,0,6,0,0.0,
N Pokana,Khawar Ali,4,10,0,40.0,
N Pokana,MA Leask,2,6,0,33.33333333333333,
N Pokana,MG Erasmus,1,4,0,25.0,
N Pokana,MRJ Watt,1,4,0,25.0,
N Pokana,NK Patel,1,5,0,20.0,
N Pokana,NP Kenjige,1,2,0,50.0,
N Pokana,S Lamichhane,0,8,1,0.0,0.0
N Pokana,SM Sharif,6,6,1,100.0,6.0
N Pokana,SN Netravalkar,0,5,0,0.0,
N Pokana,Sompal Kami,1,2,0,50.0,
N Pokana,Steven Ryan Taylor,4,4,1,100.0,4.0
N Pokana,T Lungameni,0,1,1,0.0,0.0
N Pokana,TK Patel,7,5,0,140.0,
N Pooran,A Dutt,36,43,3,83.72093023255815,12.0
N Pooran,A Zampa,19,24,1,79.16666666666666,19.0
N Pooran,AC Agar,2,4,0,50.0,
N Pooran,AD Mathews,3,6,2,50.0,1.5
N Pooran,AJ Turner,21,21,1,100.0,21.0
N Pooran,AK Markram,10,17,0,58.82352941176471,
N Pooran,AR McBrine,40,36,3,111.11111111111111,13.333333333333334
N Pooran,AR Patel,35,31,0,112.90322580645163,
N Pooran,AU Rashid,31,27,1,114.81481481481481,31.0
N Pooran,Aarif Sheikh,19,11,0,172.72727272727272,
N Pooran,Afif Hossain,1,1,0,100.0,
N Pooran,Aqib Ilyas,4,5,0,80.0,
N Pooran,Avesh Khan,10,10,0,100.0,
N Pooran,B Kumar,0,1,1,0.0,0.0
N Pooran,BA Stokes,8,8,0,100.0,
N Pooran,BC Fortuin,35,27,0,129.62962962962962,
N Pooran,BFW de Leede,10,16,0,62.5,
N Pooran,BJ McCarthy,6,4,0,150.0,
N Pooran,BJ McMullen,10,18,0,55.55555555555556,
N Pooran,Bilal Khan,12,6,0,200.0,
N Pooran,C Campher,5,12,0,41.66666666666667,
N Pooran,CA Young,19,31,1,61.29032258064516,19.0
N Pooran,CAK Rajitha,22,24,0,91.66666666666666,
N Pooran,CB Sole,6,5,0,120.0,
N Pooran,CR Woakes,0,3,0,0.0,
N Pooran,DJ Hooda,23,20,0,114.99999999999999,
N Pooran,DL Chahar,19,14,0,135.71428571428572,
N Pooran,DM de Silva,31,38,0,81.57894736842105,
N Pooran,DS Airee,18,24,1,75.0,18.0
N Pooran,Dawlat Zadran,19,11,0,172.72727272727272,
N Pooran,FDM Karunaratne,7,2,0,350.0,
N Pooran,G Coetzee,14,16,1,87.5,14.0
N Pooran,GJ Delany,16,7,0,228.57142857142856,
N Pooran,GJ Maxwell,9,5,0,180.0,
N Pooran,Gulbadin Naib,2,4,0,50.0,
N Pooran,Gulsan Jha,23,14,0,164.28571428571428,
N Pooran,HH Pandya,11,16,0,68.75,
N Pooran,Haris Rauf,13,14,1,92.85714285714286,13.0
N Pooran,Hasan Ali,6,6,0,100.0,
N Pooran,I Udana,39,29,2,134.48275862068965,19.5
N Pooran,J Little,1,2,0,50.0,
N Pooran,JC Archer,2,8,1,25.0,2.0
N Pooran,JDF Vandersay,25,27,0,92.5925925925926,
N Pooran,JDS Neesham,10,4,0,250.0,
N Pooran,JE Root,9,16,0,56.25,
N Pooran,JJ Bumrah,0,5,0,0.0,
N Pooran,JR Hazlewood,0,1,0,0.0,
N Pooran,Jasdeep Singh,17,8,0,212.5,
N Pooran,Javed Ahmadi,5,8,0,62.5,
N Pooran,KK Ahmed,8,8,0,100.0,
N Pooran,KM Jadhav,18,24,0,75.0,
N Pooran,Karan KC,13,11,0,118.18181818181819,
N Pooran,Kuldeep Yadav,73,73,2,100.0,36.5
N Pooran,Kushal Malla,4,3,0,133.33333333333331,
N Pooran,L Ngidi,9,6,0,150.0,
N Pooran,LE Plunkett,10,11,0,90.9090909090909,
N Pooran,LH Ferguson,43,32,0,134.375,
N Pooran,LN Rajbanshi,8,5,0,160.0,
N Pooran,LV van Beek,30,23,0,130.43478260869566,
N Pooran,M Jansen,5,7,1,71.42857142857143,5.0
N Pooran,M Pathirana,8,9,0,88.88888888888889,
N Pooran,M Prasidh Krishna,31,37,2,83.78378378378379,15.5
N Pooran,M Theekshana,3,7,0,42.857142857142854,
N Pooran,MA Leask,2,3,0,66.66666666666666,
N Pooran,MA Starc,19,21,1,90.47619047619048,19.0
N Pooran,MA Wood,3,11,0,27.27272727272727,
N Pooran,MADI Hemantha,3,6,1,50.0,3.0
N Pooran,MD Gunathilaka,8,4,1,200.0,8.0
N Pooran,MG Bracewell,27,20,0,135.0,
N Pooran,MJ Santner,16,20,0,80.0,
N Pooran,MP Stoinis,8,7,0,114.28571428571428,
N Pooran,MR Adair,9,21,0,42.857142857142854,
N Pooran,MR Marsh,4,5,0,80.0,
N Pooran,MRJ Watt,1,7,1,14.285714285714285,1.0
N Pooran,Mehedi Hasan Miraz,53,48,1,110.41666666666667,53.0
N Pooran,Mohammad Amir,11,8,0,137.5,
N Pooran,Mohammad Nabi,7,12,0,58.333333333333336,
N Pooran,Mohammad Nadeem,3,3,0,100.0,
N Pooran,Mohammad Nawaz (3),20,27,2,74.07407407407408,10.0
N Pooran,Mohammad Saifuddin,1,4,0,25.0,
N Pooran,Mohammad Wasim,4,6,0,66.66666666666666,
N Pooran,Mohammed Shami,36,28,2,128.57142857142858,18.0
N Pooran,Mohammed Siraj,10,21,1,47.61904761904761,10.0
N Pooran,Mosaddek Hossain,21,47,0,44.680851063829785,
N Pooran,Mujeeb Ur Rahman,39,31,0,125.80645161290323,
N Pooran,Mustafizur Rahman,4,9,0,44.44444444444444,
N Pooran,N Pradeep,21,14,0,150.0,
N Pooran,NA Saini,20,14,0,142.85714285714286,
N Pooran,NLTC Perera,13,10,0,130.0,
N Pooran,NM Coulter-Nile,12,13,0,92.3076923076923,
N Pooran,NP Kenjige,6,2,0,300.0,
N Pooran,Nasum Ahmed,18,19,1,94.73684210526315,18.0
N Pooran,Naveen-ul-Haq,17,12,1,141.66666666666669,17.0
N Pooran,PADLR Sandakan,34,35,1,97.14285714285714,34.0
N Pooran,PVD Chameera,4,7,0,57.14285714285714,
N Pooran,PWH de Silva,42,66,0,63.63636363636363,
N Pooran,R Klein,2,3,0,66.66666666666666,
N Pooran,R Ngarava,1,2,1,50.0,1.0
N Pooran,RA Jadeja,71,51,0,139.2156862745098,
N Pooran,RP Meredith,5,11,0,45.45454545454545,
N Pooran,Rashid Khan,46,40,0,114.99999999999999,
N Pooran,S Dube,21,11,0,190.9090909090909,
N Pooran,S Lamichhane,30,28,0,107.14285714285714,
N Pooran,SL Malinga,11,12,0,91.66666666666666,
N Pooran,SM Sharif,2,11,0,18.181818181818183,
N Pooran,SN Netravalkar,2,6,0,33.33333333333333,
N Pooran,SN Thakur,54,55,2,98.18181818181819,27.0
N Pooran,Saqib Zulfiqar,27,17,0,158.8235294117647,
N Pooran,Sayed Shirzad,9,6,0,150.0,
N Pooran,Shadab Khan,14,14,0,100.0,
N Pooran,Shakib Al Hasan,5,15,1,33.33333333333333,5.0
N Pooran,Sharafuddin Ashraf,5,5,1,100.0,5.0
N Pooran,Shoriful Islam,2,6,0,33.33333333333333,
N Pooran,Sikandar Raza,8,18,0,44.44444444444444,
N Pooran,Simi Singh,19,27,1,70.37037037037037,19.0
N Pooran,Steven Ryan Taylor,18,12,1,150.0,18.0
N Pooran,T Shamsi,5,10,0,50.0,
N Pooran,TA Boult,18,29,3,62.06896551724138,6.0
N Pooran,TG Southee,8,13,1,61.53846153846154,8.0
N Pooran,TL Chatara,8,10,0,80.0,
N Pooran,Taijul Islam,11,17,1,64.70588235294117,11.0
N Pooran,VJ Kingma,23,10,0,229.99999999999997,
N Pooran,WA Agar,3,8,0,37.5,
N Pooran,WB Rankin,13,18,0,72.22222222222221,
N Pooran,WP Masakadza,17,8,0,212.5,
N Pooran,Wahab Riaz,23,10,0,229.99999999999997,
N Pooran,Washington Sundar,11,20,0,55.00000000000001,
N Pooran,YS Chahal,44,32,1,137.5,44.0
N Pooran,Yamin Ahmadzai,5,5,0,100.0,
N Pradeep,AF Milne,0,1,0,0.0,
N Pradeep,AS Joseph,1,2,1,50.0,1.0
N Pradeep,B Muzarabani,5,2,0,250.0,
N Pradeep,CR Brathwaite,0,3,0,0.0,
N Pradeep,CR Woakes,6,6,0,100.0,
N Pradeep,DJ Willey,3,4,1,75.0,3.0
N Pradeep,Faheem Ashraf,0,1,1,0.0,0.0
N Pradeep,HH Pandya,0,6,0,0.0,
N Pradeep,Hasan Ali,1,2,0,50.0,
N Pradeep,IS Sodhi,0,3,1,0.0,0.0
N Pradeep,Imran Tahir,0,3,1,0.0,0.0
N Pradeep,JDS Neesham,0,1,0,0.0,
N Pradeep,JO Holder,0,2,0,0.0,
N Pradeep,K Rabada,5,9,0,55.55555555555556,
N Pradeep,KW Richardson,0,3,0,0.0,
N Pradeep,MA Starc,0,1,0,0.0,
N Pradeep,MA Wood,1,1,0,100.0,
N Pradeep,MJ Henry,3,1,0,300.0,
N Pradeep,Mohammad Irfan,3,5,0,60.0,
N Pradeep,PJ Cummins,0,3,1,0.0,0.0
N Pradeep,Rashid Khan,0,5,1,0.0,0.0
N Pradeep,Rubel Hossain,0,1,0,0.0,
N Pradeep,ST Gabriel,0,1,0,0.0,
N Pradeep,Shakib Al Hasan,0,4,0,0.0,
N Pradeep,TA Boult,6,3,0,200.0,
N Pradeep,TG Southee,0,3,0,0.0,
N Pradeep,Taskin Ahmed,0,1,1,0.0,0.0
N Pradeep,Wahab Riaz,1,2,0,50.0,
N Pradeep,YS Chahal,0,6,0,0.0,
N Rana,A Dananjaya,3,4,1,75.0,3.0
N Rana,MD Shanaka,3,8,0,37.5,
N Rana,P Jayawickrama,1,2,0,50.0,
N Vanua,AA Paradkar,10,10,0,100.0,
N Vanua,AC Evans,13,17,1,76.47058823529412,13.0
N Vanua,Aarif Sheikh,15,15,1,100.0,15.0
N Vanua,Aayan Afzal Khan,14,9,0,155.55555555555557,
N Vanua,Ahmed Raza,18,14,1,128.57142857142858,18.0
N Vanua,Aizaz Khan,4,6,0,66.66666666666666,
N Vanua,Amir Hayat,3,2,0,150.0,
N Vanua,Aqib Ilyas,2,6,1,33.33333333333333,2.0
N Vanua,Aryan Lakra,0,1,1,0.0,0.0
N Vanua,Ayan Khan,1,12,1,8.333333333333332,1.0
N Vanua,BM Scholtz,5,23,0,21.73913043478261,
N Vanua,Basil Hameed,1,2,0,50.0,
N Vanua,Bilal Khan,3,5,0,60.0,
N Vanua,CAH Stevenson,1,3,1,33.33333333333333,1.0
N Vanua,CG Williams,1,2,1,50.0,1.0
N Vanua,CR Brathwaite,14,7,0,200.0,
N Vanua,CS MacLeod,1,4,0,25.0,
N Vanua,D Heyliger,2,10,0,20.0,
N Vanua,D la Cock,3,8,0,37.5,
N Vanua,DS Airee,8,6,1,133.33333333333331,8.0
N Vanua,Ehsan Khan,6,14,1,42.857142857142854,6.0
N Vanua,Ehsan Nawaz,7,5,1,140.0,7.0
N Vanua,Fayyaz Butt,12,8,0,150.0,
N Vanua,GT Main,30,20,1,150.0,30.0
N Vanua,H Thaker,0,7,0,0.0,
N Vanua,HN Ya France,0,6,0,0.0,
N Vanua,Hamza Tahir,18,24,2,75.0,9.0
N Vanua,Hazrat Bilal,3,3,0,100.0,
N Vanua,IG Holland,2,11,0,18.181818181818183,
N Vanua,Imran Haider,5,6,0,83.33333333333334,
N Vanua,J Sumerauer,0,1,1,0.0,0.0
N Vanua,J Theron,6,11,0,54.54545454545454,
N Vanua,JJ Smit,3,5,0,60.0,
N Vanua,JN Frylinck,5,9,1,55.55555555555556,5.0
N Vanua,JN Loftie-Eaton,22,24,2,91.66666666666666,11.0
N Vanua,JO Holder,21,11,0,190.9090909090909,
N Vanua,JOA Gordon,1,3,0,33.33333333333333,
N Vanua,Jasdeep Singh,9,10,0,90.0,
N Vanua,Jay Odedra,2,4,0,50.0,
N Vanua,Junaid Siddique (2),9,9,1,100.0,9.0
N Vanua,K Gore,25,14,2,178.57142857142858,12.5
N Vanua,KJ O'Brien,8,6,1,133.33333333333331,8.0
N Vanua,KOK Williams,0,5,1,0.0,0.0
N Vanua,KP Meiyappan,0,3,1,0.0,0.0
N Vanua,KS Airee,12,10,1,120.0,12.0
N Vanua,Kaleemullah,8,16,0,50.0,
N Vanua,Karan KC,46,22,2,209.0909090909091,23.0
N Vanua,Khawar Ali,18,37,3,48.64864864864865,6.0
N Vanua,Kushal Malla,14,17,1,82.35294117647058,14.0
N Vanua,LN Rajbanshi,0,2,0,0.0,
N Vanua,MA Leask,18,23,1,78.26086956521739,18.0
N Vanua,MG Erasmus,14,28,1,50.0,14.0
N Vanua,MRJ Watt,21,45,0,46.666666666666664,
N Vanua,Mohammad Naveed,9,10,1,90.0,9.0
N Vanua,NK Patel,13,22,1,59.09090909090909,13.0
N Vanua,NP Kenjige,18,44,1,40.909090909090914,18.0
N Vanua,Nadeem Ahmed,1,6,1,16.666666666666664,1.0
N Vanua,Nestor Dhamba,10,12,0,83.33333333333334,
N Vanua,P Sarraf,4,6,0,66.66666666666666,
N Vanua,R Trumpelmann,0,3,1,0.0,0.0
